ring,year,doy,depth,sm
1,2005,228,4,35.4949
1,2005,233,4,38.3156
1,2005,236,4,37.2928
1,2005,240,4,37.3122
1,2005,243,4,37.3515
1,2005,245,4,36.2596
1,2005,250,4,36.5699
1,2005,254,4,35.3444
1,2005,258,4,35.3097
1,2005,261,4,36.9989
1,2005,264,4,38.6758
1,2005,269,4,42.2948
1,2005,273,4,41.6141
4,2005,159,4,42.4399
4,2005,160,4,42.4697
4,2005,161,4,42.49
4,2005,164,4,42.5214
4,2005,166,4,42.5923
4,2005,168,4,42.3263
4,2005,171,4,42.5105
4,2005,173,4,42.3987
4,2005,175,4,42.5729
4,2005,178,4,42.0164
4,2005,180,4,41.9235
4,2005,184,4,39.2322
4,2005,188,4,34.7482
4,2005,192,4,30.6577
4,2005,194,4,34.9896
4,2005,196,4,34.3031
4,2005,199,4,33.1686
4,2005,201,4,33.7095
4,2005,208,4,38.2081
4,2005,210,4,37.723
4,2005,213,4,37.9452
4,2005,215,4,35.5289
4,2005,217,4,33.9842
4,2005,224,4,30.9645
4,2005,228,4,31.202
4,2005,233,4,44.0375
4,2005,236,4,43.8318
4,2005,240,4,43.6691
4,2005,243,4,43.0503
4,2005,245,4,41.9638
4,2005,250,4,41.2085
4,2005,254,4,41.5942
4,2005,258,4,41.2759
4,2005,261,4,44.7046
4,2005,264,4,45.0733
4,2005,269,4,45.6733
4,2005,273,4,45.3213
10,2005,159,4,38.2167
10,2005,160,4,38.3027
10,2005,161,4,37.915
10,2005,164,4,38.1204
10,2005,166,4,38.1636
10,2005,168,4,38.199
10,2005,171,4,38.2932
10,2005,173,4,38.0578
10,2005,175,4,37.9153
10,2005,178,4,37.3366
10,2005,180,4,36.5848
10,2005,184,4,34.52
10,2005,188,4,32.3104
10,2005,192,4,30.394
10,2005,194,4,30.3085
10,2005,196,4,30.2901
10,2005,199,4,30.4179
10,2005,201,4,30.2711
10,2005,208,4,31.9096
10,2005,210,4,31.6899
10,2005,213,4,33.1199
10,2005,215,4,32.5229
10,2005,217,4,32.1624
10,2005,224,4,31.1154
10,2005,228,4,30.6502
10,2005,233,4,37.7017
10,2005,236,4,36.7248
10,2005,240,4,36.3037
10,2005,243,4,35.7777
10,2005,245,4,NA
10,2005,250,4,35.9288
10,2005,254,4,33.8358
10,2005,258,4,33.3946
10,2005,261,4,37.403
10,2005,264,4,38.3129
10,2005,269,4,40.9477
10,2005,273,4,40.5265
11,2005,159,4,39.1029
11,2005,160,4,39.1318
11,2005,161,4,38.9678
11,2005,164,4,38.9592
11,2005,166,4,39.5282
11,2005,168,4,39.1806
11,2005,171,4,39.0748
11,2005,173,4,39.1352
11,2005,175,4,39.0573
11,2005,178,4,38.4925
11,2005,180,4,38.0295
11,2005,184,4,36.6777
11,2005,188,4,35.942
11,2005,192,4,34.9219
11,2005,194,4,34.6594
11,2005,196,4,34.8998
11,2005,199,4,34.8695
11,2005,201,4,34.8822
11,2005,208,4,35.9759
11,2005,210,4,35.9297
11,2005,213,4,37.8633
11,2005,215,4,37.6316
11,2005,217,4,37.3485
11,2005,224,4,36.5167
11,2005,228,4,36.0301
11,2005,233,4,39.0771
11,2005,236,4,38.5859
11,2005,240,4,38.2357
11,2005,243,4,37.9573
11,2005,245,4,38.0878
11,2005,250,4,37.2886
11,2005,254,4,36.0211
11,2005,258,4,35.4356
11,2005,261,4,39.5071
11,2005,264,4,40.333
11,2005,269,4,42.2392
11,2005,273,4,41.6572
1,2005,159,5,41.6172
1,2005,160,5,41.5273
1,2005,161,5,41.386
1,2005,164,5,41.5866
1,2005,166,5,41.5374
1,2005,168,5,41.488
1,2005,171,5,41.5678
1,2005,173,5,41.639
1,2005,175,5,41.8213
1,2005,178,5,41.459
1,2005,180,5,40.9991
1,2005,184,5,39.9021
1,2005,188,5,39.4497
1,2005,192,5,38.824
1,2005,194,5,38.6708
1,2005,196,5,38.9186
1,2005,199,5,38.7093
1,2005,201,5,38.9785
1,2005,208,5,38.6615
1,2005,210,5,38.7179
1,2005,213,5,41.2701
1,2005,215,5,41.3266
1,2005,217,5,41.2588
1,2005,224,5,40.7401
1,2005,228,5,40.6028
1,2005,233,5,41.1073
1,2005,236,5,40.3978
1,2005,240,5,40.8344
1,2005,243,5,40.6282
1,2005,245,5,40.8104
1,2005,250,5,40.6289
1,2005,254,5,39.971
1,2005,258,5,39.4664
1,2005,261,5,39.9731
1,2005,264,5,40.0338
1,2005,269,5,44.2289
1,2005,273,5,43.6564
4,2005,159,5,42.48
4,2005,160,5,42.7467
4,2005,161,5,42.7054
4,2005,164,5,42.6436
4,2005,166,5,42.6958
4,2005,168,5,42.5827
4,2005,171,5,42.5311
4,2005,173,5,42.8203
4,2005,175,5,42.738
4,2005,178,5,42.6866
4,2005,180,5,42.7477
4,2005,184,5,41.7308
4,2005,188,5,39.7647
4,2005,192,5,34.2364
4,2005,194,5,36.2867
4,2005,196,5,35.8077
4,2005,199,5,34.9649
4,2005,201,5,35.3646
4,2005,208,5,39.2908
4,2005,210,5,38.6978
4,2005,213,5,39.7218
4,2005,215,5,37.9567
4,2005,217,5,36.4462
4,2005,224,5,33.7351
4,2005,228,5,33.7576
4,2005,233,5,44.0465
4,2005,236,5,43.8847
4,2005,240,5,44.2169
4,2005,243,5,43.7201
4,2005,245,5,43.4246
4,2005,250,5,43.0821
4,2005,254,5,43.1546
4,2005,258,5,42.943
4,2005,261,5,44.8452
4,2005,264,5,45.2372
4,2005,269,5,46.0171
4,2005,273,5,45.5212
10,2005,159,5,39.4387
10,2005,160,5,39.4133
10,2005,161,5,39.14
10,2005,164,5,39.3132
10,2005,166,5,39.2526
10,2005,168,5,39.3071
10,2005,171,5,39.3616
10,2005,173,5,39.3834
10,2005,175,5,39.4433
10,2005,178,5,39.2414
10,2005,180,5,38.8552
10,2005,184,5,37.6551
10,2005,188,5,35.9191
10,2005,192,5,33.1888
10,2005,194,5,33.1014
10,2005,196,5,32.8631
10,2005,199,5,32.9508
10,2005,201,5,32.9723
10,2005,208,5,33.5088
10,2005,210,5,33.3375
10,2005,213,5,35.0003
10,2005,215,5,34.6238
10,2005,217,5,34.2856
10,2005,224,5,33.5563
10,2005,228,5,33.1475
10,2005,233,5,37.9604
10,2005,236,5,37.4716
10,2005,240,5,37.4858
10,2005,243,5,36.9436
10,2005,245,5,NA
10,2005,250,5,37.9107
10,2005,254,5,35.7517
10,2005,258,5,35.362
10,2005,261,5,37.0004
10,2005,264,5,37.7035
10,2005,269,5,41.7885
10,2005,273,5,41.3021
11,2005,159,5,41.0397
11,2005,160,5,41.062
11,2005,161,5,40.8424
11,2005,164,5,41.0223
11,2005,166,5,40.9314
11,2005,168,5,40.8944
11,2005,171,5,41.0017
11,2005,173,5,40.9229
11,2005,175,5,41.0144
11,2005,178,5,40.9283
11,2005,180,5,40.8666
11,2005,184,5,39.6031
11,2005,188,5,39.1204
11,2005,192,5,38.2711
11,2005,194,5,38.1302
11,2005,196,5,38.307
11,2005,199,5,38.2287
11,2005,201,5,38.2956
11,2005,208,5,38.6465
11,2005,210,5,38.5825
11,2005,213,5,41.3253
11,2005,215,5,41.1225
11,2005,217,5,40.8386
11,2005,224,5,40.3746
11,2005,228,5,40.1348
11,2005,233,5,41.6364
11,2005,236,5,41.0671
11,2005,240,5,41.2609
11,2005,243,5,40.8608
11,2005,245,5,40.806
11,2005,250,5,40.5249
11,2005,254,5,39.6892
11,2005,258,5,39.9864
11,2005,261,5,40.7888
11,2005,264,5,41.4262
11,2005,269,5,44.1227
11,2005,273,5,43.6382
1,2005,159,6,42.3415
1,2005,160,6,42.3433
1,2005,161,6,42.2007
1,2005,164,6,42.4333
1,2005,166,6,42.8217
1,2005,168,6,42.2412
1,2005,171,6,42.2419
1,2005,173,6,42.2609
1,2005,175,6,42.6518
1,2005,178,6,42.5065
1,2005,180,6,42.1217
1,2005,184,6,41.2405
1,2005,188,6,40.9554
1,2005,192,6,40.285
1,2005,194,6,40.0428
1,2005,196,6,40.2179
1,2005,199,6,40.4024
1,2005,201,6,40.5044
1,2005,208,6,40.3048
1,2005,210,6,40.3542
1,2005,213,6,42.6405
1,2005,215,6,42.6808
1,2005,217,6,42.7778
1,2005,224,6,42.5131
1,2005,228,6,42.4163
1,2005,233,6,42.7816
1,2005,236,6,42.0169
1,2005,240,6,42.6733
1,2005,243,6,42.4318
1,2005,245,6,42.3341
1,2005,250,6,42.2302
1,2005,254,6,42.0222
1,2005,258,6,41.4544
1,2005,261,6,41.9256
1,2005,264,6,42.0198
1,2005,269,6,44.6079
1,2005,273,6,44.1486
4,2005,159,6,43.2663
4,2005,160,6,43.4619
4,2005,161,6,43.3996
4,2005,164,6,43.4419
4,2005,166,6,43.4925
4,2005,168,6,43.3366
4,2005,171,6,43.3165
4,2005,173,6,43.3168
4,2005,175,6,43.5878
4,2005,178,6,43.472
4,2005,180,6,43.3782
4,2005,184,6,42.5726
4,2005,188,6,42.4635
4,2005,192,6,38.681
4,2005,194,6,39.5375
4,2005,196,6,38.9375
4,2005,199,6,38.1985
4,2005,201,6,38.471
4,2005,208,6,39.9391
4,2005,210,6,39.7542
4,2005,213,6,41.1961
4,2005,215,6,39.6724
4,2005,217,6,38.4127
4,2005,224,6,35.7824
4,2005,228,6,35.6003
4,2005,233,6,44.6857
4,2005,236,6,44.4127
4,2005,240,6,44.5731
4,2005,243,6,43.9666
4,2005,245,6,43.3822
4,2005,250,6,43.0733
4,2005,254,6,43.5573
4,2005,258,6,43.4077
4,2005,261,6,45.1936
4,2005,264,6,45.5228
4,2005,269,6,46.4281
4,2005,273,6,45.8834
10,2005,159,6,41.6155
10,2005,160,6,41.707
10,2005,161,6,41.3029
10,2005,164,6,41.5651
10,2005,166,6,41.2873
10,2005,168,6,41.4095
10,2005,171,6,41.697
10,2005,173,6,41.6447
10,2005,175,6,41.6887
10,2005,178,6,41.8608
10,2005,180,6,41.4479
10,2005,184,6,40.6942
10,2005,188,6,39.4712
10,2005,192,6,37.1116
10,2005,194,6,36.8132
10,2005,196,6,36.7335
10,2005,199,6,36.7497
10,2005,201,6,36.7453
10,2005,208,6,36.2379
10,2005,210,6,36.2075
10,2005,213,6,38.3475
10,2005,215,6,38.0331
10,2005,217,6,37.5627
10,2005,224,6,36.7399
10,2005,228,6,36.4203
10,2005,233,6,39.6436
10,2005,236,6,39.0851
10,2005,240,6,39.3164
10,2005,243,6,38.7937
10,2005,245,6,NA
10,2005,250,6,39.2808
10,2005,254,6,38.0214
10,2005,258,6,37.6333
10,2005,261,6,38.4765
10,2005,264,6,38.9827
10,2005,269,6,44.081
10,2005,273,6,43.6768
11,2005,159,6,43.1323
11,2005,160,6,43.2054
11,2005,161,6,42.8536
11,2005,164,6,43.226
11,2005,166,6,42.9268
11,2005,168,6,42.8641
11,2005,171,6,42.9568
11,2005,173,6,43.0914
11,2005,175,6,43.2681
11,2005,178,6,43.1744
11,2005,180,6,43.0302
11,2005,184,6,42.4648
11,2005,188,6,42.0292
11,2005,192,6,41.4121
11,2005,194,6,41.1213
11,2005,196,6,41.1804
11,2005,199,6,41.281
11,2005,201,6,41.3916
11,2005,208,6,41.2494
11,2005,210,6,41.4136
11,2005,213,6,44.4573
11,2005,215,6,44.326
11,2005,217,6,43.9593
11,2005,224,6,43.8842
11,2005,228,6,43.8102
11,2005,233,6,44.5567
11,2005,236,6,44.2419
11,2005,240,6,44.197
11,2005,243,6,44.049
11,2005,245,6,43.1846
11,2005,250,6,42.8918
11,2005,254,6,43.7554
11,2005,258,6,43.5635
11,2005,261,6,43.8021
11,2005,264,6,43.8671
11,2005,269,6,46.0547
11,2005,273,6,45.5463
1,2005,159,7,41.86
1,2005,160,7,41.7893
1,2005,161,7,41.6383
1,2005,164,7,41.9313
1,2005,166,7,42.2265
1,2005,168,7,42.1232
1,2005,171,7,41.8314
1,2005,173,7,41.8617
1,2005,175,7,42.0662
1,2005,178,7,42.0236
1,2005,180,7,41.761
1,2005,184,7,41.0161
1,2005,188,7,40.799
1,2005,192,7,40.1241
1,2005,194,7,39.8807
1,2005,196,7,40.0852
1,2005,199,7,40.0719
1,2005,201,7,40.3015
1,2005,208,7,39.935
1,2005,210,7,39.8953
1,2005,213,7,42.4932
1,2005,215,7,42.69
1,2005,217,7,42.7427
1,2005,224,7,42.4648
1,2005,228,7,42.4935
1,2005,233,7,42.6059
1,2005,236,7,42.3011
1,2005,240,7,42.9705
1,2005,243,7,42.0638
1,2005,245,7,42.056
1,2005,250,7,42.1424
1,2005,254,7,42.4974
1,2005,258,7,41.8284
1,2005,261,7,42.1779
1,2005,264,7,42.2984
1,2005,269,7,44.3775
1,2005,273,7,44.1472
4,2005,159,7,42.736
4,2005,160,7,42.7979
4,2005,161,7,42.7674
4,2005,164,7,42.9629
4,2005,166,7,42.7671
4,2005,168,7,42.7569
4,2005,171,7,42.8185
4,2005,173,7,43.0258
4,2005,175,7,43.119
4,2005,178,7,43.1292
4,2005,180,7,43.2123
4,2005,184,7,42.5311
4,2005,188,7,42.7196
4,2005,192,7,41.3814
4,2005,194,7,41.1675
4,2005,196,7,40.9273
4,2005,199,7,40.5739
4,2005,201,7,40.7055
4,2005,208,7,40.4489
4,2005,210,7,40.2597
4,2005,213,7,42.4709
4,2005,215,7,41.5625
4,2005,217,7,40.5913
4,2005,224,7,38.5027
4,2005,228,7,38.2187
4,2005,233,7,44.4716
4,2005,236,7,44.2494
4,2005,240,7,44.4865
4,2005,243,7,44.0017
4,2005,245,7,43.3149
4,2005,250,7,43.0689
4,2005,254,7,43.6761
4,2005,258,7,43.4514
4,2005,261,7,45.0385
4,2005,264,7,45.3673
4,2005,269,7,46.2726
4,2005,273,7,45.5851
10,2005,159,7,42.7113
10,2005,160,7,42.753
10,2005,161,7,42.4899
10,2005,164,7,42.6993
10,2005,166,7,42.4066
10,2005,168,7,42.5042
10,2005,171,7,42.8311
10,2005,173,7,42.7674
10,2005,175,7,42.8033
10,2005,178,7,43.0096
10,2005,180,7,42.7286
10,2005,184,7,42.5354
10,2005,188,7,41.9059
10,2005,192,7,39.8577
10,2005,194,7,39.8874
10,2005,196,7,40.0503
10,2005,199,7,40.042
10,2005,201,7,40.0075
10,2005,208,7,39.6319
10,2005,210,7,39.6249
10,2005,213,7,42.2766
10,2005,215,7,41.7918
10,2005,217,7,41.5783
10,2005,224,7,40.4394
10,2005,228,7,40.1192
10,2005,233,7,41.484
10,2005,236,7,40.7846
10,2005,240,7,41.3264
10,2005,243,7,40.7959
10,2005,245,7,NA
10,2005,250,7,40.6552
10,2005,254,7,40.1323
10,2005,258,7,39.7845
10,2005,261,7,40.492
10,2005,264,7,40.6639
10,2005,269,7,45.5587
10,2005,273,7,45.357
11,2005,159,7,42.8377
11,2005,160,7,42.8888
11,2005,161,7,42.5695
11,2005,164,7,42.8909
11,2005,166,7,42.6329
11,2005,168,7,42.5898
11,2005,171,7,42.5801
11,2005,173,7,42.9096
11,2005,175,7,42.9288
11,2005,178,7,43.0423
11,2005,180,7,42.9932
11,2005,184,7,42.6417
11,2005,188,7,42.2008
11,2005,192,7,41.4058
11,2005,194,7,41.1057
11,2005,196,7,41.346
11,2005,199,7,41.4296
11,2005,201,7,41.6568
11,2005,208,7,41.2654
11,2005,210,7,41.4813
11,2005,213,7,43.9197
11,2005,215,7,43.8642
11,2005,217,7,43.663
11,2005,224,7,43.4783
11,2005,228,7,43.4759
11,2005,233,7,43.9864
11,2005,236,7,43.8554
11,2005,240,7,43.8838
11,2005,243,7,43.6398
11,2005,245,7,43.2329
11,2005,250,7,42.9182
11,2005,254,7,43.3927
11,2005,258,7,43.3526
11,2005,261,7,43.4423
11,2005,264,7,43.3407
11,2005,269,7,45.259
11,2005,273,7,44.8955
17,2006,165,1,30.3476
17,2006,167,1,26.8057
17,2006,172,1,27.2948
17,2006,174,1,23.172
17,2006,177,1,20.7235
17,2006,179,1,20.9405
17,2006,184,1,19.206
17,2006,187,1,28.5231
17,2006,189,1,23.8678
17,2006,194,1,40.6329
17,2006,198,1,34.6289
17,2006,200,1,29.57
17,2006,202,1,38.2023
17,2006,206,1,33.4903
17,2006,209,1,40.9394
17,2006,212,1,38.0686
17,2006,214,1,34.7671
17,2006,216,1,31.22
17,2006,224,1,39.3529
17,2006,227,1,37.9958
17,2006,229,1,36.3606
17,2006,233,1,39.3991
17,2006,235,1,38.7445
17,2006,237,1,34.1551
17,2006,243,1,39.0899
17,2006,245,1,38.7154
17,2006,249,1,40.1616
17,2006,251,1,39.28
24,2006,165,1,31.7024
24,2006,167,1,29.9193
24,2006,172,1,28.8918
24,2006,174,1,24.5836
24,2006,177,1,21.6468
24,2006,179,1,21.3643
24,2006,184,1,19.3188
24,2006,187,1,22.3179
24,2006,189,1,21.1884
24,2006,194,1,38.4283
24,2006,198,1,30.1775
24,2006,200,1,25.7866
24,2006,202,1,30.9011
24,2006,206,1,26.1661
24,2006,209,1,40.0508
24,2006,212,1,31.8752
24,2006,214,1,26.5119
24,2006,216,1,23.2071
24,2006,224,1,33.5142
24,2006,227,1,28.7284
24,2006,229,1,25.3786
24,2006,233,1,32.9276
24,2006,235,1,28.1653
24,2006,237,1,25.19
24,2006,243,1,32.6682
24,2006,245,1,30.8381
24,2006,249,1,36.3207
24,2006,251,1,35.1154
25,2006,165,1,30.2058
25,2006,167,1,36.7207
25,2006,172,1,36.7103
25,2006,174,1,33.7604
25,2006,177,1,30.9039
25,2006,179,1,31.1817
25,2006,184,1,27.8648
25,2006,187,1,34.4709
25,2006,189,1,31.1926
25,2006,194,1,41.9001
25,2006,198,1,37.8961
25,2006,200,1,35.1632
25,2006,202,1,38.8367
25,2006,206,1,36.5526
25,2006,209,1,41.7994
25,2006,212,1,39.8106
25,2006,214,1,38.1157
25,2006,216,1,34.2287
25,2006,224,1,40.399
25,2006,227,1,38.8565
25,2006,229,1,37.2341
25,2006,233,1,40.6386
25,2006,235,1,39.4991
25,2006,237,1,38.1768
25,2006,243,1,40.1833
25,2006,245,1,39.9468
25,2006,249,1,40.855
25,2006,251,1,40.3458
32,2006,165,1,25.9488
32,2006,167,1,33.1042
32,2006,172,1,33.3064
32,2006,174,1,28.644
32,2006,177,1,25.5717
32,2006,179,1,25.8822
32,2006,184,1,23.3478
32,2006,187,1,31.1953
32,2006,189,1,27.6065
32,2006,194,1,42.987
32,2006,198,1,35.4581
32,2006,200,1,30.3481
32,2006,202,1,37.5439
32,2006,206,1,31.828
32,2006,209,1,43.1003
32,2006,212,1,38.1028
32,2006,214,1,31.7371
32,2006,216,1,26.7643
32,2006,224,1,38.7405
32,2006,227,1,35.717
32,2006,229,1,29.9007
32,2006,233,1,38.9677
32,2006,235,1,34.5809
32,2006,237,1,29.9246
32,2006,243,1,38.1069
32,2006,245,1,35.9974
32,2006,249,1,40.1226
32,2006,251,1,39.2568
17,2006,165,2,44.9703
17,2006,167,2,44.2412
17,2006,172,2,42.8872
17,2006,174,2,39.4051
17,2006,177,2,33.6809
17,2006,179,2,31.7638
17,2006,184,2,27.2858
17,2006,187,2,38.1546
17,2006,189,2,34.2848
17,2006,194,2,45.6282
17,2006,198,2,44.8771
17,2006,200,2,43.4842
17,2006,202,2,44.554
17,2006,206,2,44.0392
17,2006,209,2,45.497
17,2006,212,2,45.3475
17,2006,214,2,45.0845
17,2006,216,2,44.5969
17,2006,224,2,44.3965
17,2006,227,2,44.1527
17,2006,229,2,43.755
17,2006,233,2,44.1704
17,2006,235,2,44.371
17,2006,237,2,39.7778
17,2006,243,2,44.0504
17,2006,245,2,43.9633
17,2006,249,2,44.5458
17,2006,251,2,44.0163
24,2006,165,2,45.0669
24,2006,167,2,45.0526
24,2006,172,2,44.2515
24,2006,174,2,39.6589
24,2006,177,2,32.2349
24,2006,179,2,28.8413
24,2006,184,2,22.7728
24,2006,187,2,26.0944
24,2006,189,2,24.5455
24,2006,194,2,44.9863
24,2006,198,2,41.9089
24,2006,200,2,38.1599
24,2006,202,2,41.3375
24,2006,206,2,38.5032
24,2006,209,2,45.9042
24,2006,212,2,44.4438
24,2006,214,2,41.4167
24,2006,216,2,35.5097
24,2006,224,2,41.8773
24,2006,227,2,39.3704
24,2006,229,2,35.7349
24,2006,233,2,42.1797
24,2006,235,2,39.3579
24,2006,237,2,36.4943
24,2006,243,2,41.4426
24,2006,245,2,39.5417
24,2006,249,2,42.7133
24,2006,251,2,42.101
25,2006,165,2,40.8893
25,2006,167,2,43.3251
25,2006,172,2,42.3391
25,2006,174,2,41.3165
25,2006,177,2,39.0426
25,2006,179,2,37.8642
25,2006,184,2,32.8206
25,2006,187,2,36.889
25,2006,189,2,35.072
25,2006,194,2,43.9331
25,2006,198,2,42.9413
25,2006,200,2,41.4001
25,2006,202,2,42.7943
25,2006,206,2,42.5086
25,2006,209,2,44.278
25,2006,212,2,43.6303
25,2006,214,2,43.1442
25,2006,216,2,42.1119
25,2006,224,2,42.5951
25,2006,227,2,42.5528
25,2006,229,2,42.2654
25,2006,233,2,42.4891
25,2006,235,2,42.9333
25,2006,237,2,42.44
25,2006,243,2,41.6203
25,2006,245,2,42.7158
25,2006,249,2,43.1161
25,2006,251,2,42.9672
32,2006,165,2,43.0528
32,2006,167,2,45.0321
32,2006,172,2,43.9779
32,2006,174,2,40.7567
32,2006,177,2,36.2195
32,2006,179,2,34.6076
32,2006,184,2,29.7211
32,2006,187,2,36.4298
32,2006,189,2,33.9027
32,2006,194,2,45.8445
32,2006,198,2,44.3393
32,2006,200,2,43.1977
32,2006,202,2,44.06
32,2006,206,2,43.4292
32,2006,209,2,45.7469
32,2006,212,2,45.2656
32,2006,214,2,44.3419
32,2006,216,2,41.5326
32,2006,224,2,44.1026
32,2006,227,2,43.4556
32,2006,229,2,40.9029
32,2006,233,2,43.745
32,2006,235,2,42.8739
32,2006,237,2,41.6051
32,2006,243,2,43.0249
32,2006,245,2,42.7981
32,2006,249,2,43.6356
32,2006,251,2,43.6509
17,2006,165,3,43.4293
17,2006,167,3,43.4408
17,2006,172,3,42.8652
17,2006,174,3,42.9121
17,2006,177,3,41.2918
17,2006,179,3,39.7057
17,2006,184,3,34.3725
17,2006,187,3,40.5083
17,2006,189,3,38.9901
17,2006,194,3,43.299
17,2006,198,3,43.0431
17,2006,200,3,42.7107
17,2006,202,3,42.5599
17,2006,206,3,42.6284
17,2006,209,3,43.1481
17,2006,212,3,43.5228
17,2006,214,3,43.1798
17,2006,216,3,42.7533
17,2006,224,3,42.1945
17,2006,227,3,42.5518
17,2006,229,3,42.0515
17,2006,233,3,42.1741
17,2006,235,3,42.3864
17,2006,237,3,40.2267
17,2006,243,3,42.0008
17,2006,245,3,41.8558
17,2006,249,3,42.2912
17,2006,251,3,41.8627
24,2006,165,3,43.9919
24,2006,167,3,44.7699
24,2006,172,3,44.3717
24,2006,174,3,44.1801
24,2006,177,3,42.4152
24,2006,179,3,40.9118
24,2006,184,3,32.2646
24,2006,187,3,38.0853
24,2006,189,3,35.0119
24,2006,194,3,44.4821
24,2006,198,3,43.676
24,2006,200,3,42.3525
24,2006,202,3,43.3871
24,2006,206,3,42.6583
24,2006,209,3,44.9027
24,2006,212,3,44.5216
24,2006,214,3,44.0915
24,2006,216,3,42.6086
24,2006,224,3,43.4218
24,2006,227,3,43.0714
24,2006,229,3,41.7861
24,2006,233,3,43.3256
24,2006,235,3,43.1163
24,2006,237,3,41.8684
24,2006,243,3,42.7652
24,2006,245,3,42.31
24,2006,249,3,43.1089
24,2006,251,3,42.8257
25,2006,165,3,42.5284
25,2006,167,3,43.6243
25,2006,172,3,42.7759
25,2006,174,3,42.6645
25,2006,177,3,41.7124
25,2006,179,3,41.0379
25,2006,184,3,35.6653
25,2006,187,3,37.5065
25,2006,189,3,36.3157
25,2006,194,3,43.0128
25,2006,198,3,42.8588
25,2006,200,3,42.3403
25,2006,202,3,42.6072
25,2006,206,3,42.5754
25,2006,209,3,43.432
25,2006,212,3,43.2769
25,2006,214,3,43.2921
25,2006,216,3,43.0039
25,2006,224,3,42.2799
25,2006,227,3,42.4507
25,2006,229,3,42.3411
25,2006,233,3,42.151
25,2006,235,3,42.4625
25,2006,237,3,42.4132
25,2006,243,3,41.7217
25,2006,245,3,42.3627
25,2006,249,3,42.4195
25,2006,251,3,42.4014
32,2006,165,3,42.85
32,2006,167,3,43.8242
32,2006,172,3,43.2731
32,2006,174,3,43.3216
32,2006,177,3,42.2955
32,2006,179,3,41.1785
32,2006,184,3,35.3139
32,2006,187,3,39.6461
32,2006,189,3,37.6702
32,2006,194,3,43.4824
32,2006,198,3,42.9833
32,2006,200,3,42.7984
32,2006,202,3,42.8316
32,2006,206,3,42.6873
32,2006,209,3,43.3807
32,2006,212,3,43.4629
32,2006,214,3,43.3266
32,2006,216,3,42.6409
32,2006,224,3,42.5498
32,2006,227,3,42.6215
32,2006,229,3,41.2863
32,2006,233,3,42.172
32,2006,235,3,42.0606
32,2006,237,3,41.7986
32,2006,243,3,41.7669
32,2006,245,3,41.9766
32,2006,249,3,41.943
32,2006,251,3,41.9837
17,2006,165,4,44.7288
17,2006,167,4,45.0744
17,2006,172,4,44.5193
17,2006,174,4,44.7513
17,2006,177,4,44.2687
17,2006,179,4,43.4667
17,2006,184,4,38.5153
17,2006,187,4,42.0262
17,2006,189,4,40.8268
17,2006,194,4,44.9541
17,2006,198,4,44.7394
17,2006,200,4,44.5844
17,2006,202,4,44.2828
17,2006,206,4,44.1169
17,2006,209,4,44.7393
17,2006,212,4,45.0944
17,2006,214,4,44.8991
17,2006,216,4,44.6392
17,2006,224,4,43.9883
17,2006,227,4,44.0654
17,2006,229,4,43.597
17,2006,233,4,43.8964
17,2006,235,4,44.0153
17,2006,237,4,42.3896
17,2006,243,4,43.5667
17,2006,245,4,43.5877
17,2006,249,4,43.9011
17,2006,251,4,43.6183
24,2006,165,4,45.3644
24,2006,167,4,46.0958
24,2006,172,4,45.7286
24,2006,174,4,46.157
24,2006,177,4,45.282
24,2006,179,4,45.2546
24,2006,184,4,40.6991
24,2006,187,4,43.8055
24,2006,189,4,41.5314
24,2006,194,4,46.0882
24,2006,198,4,45.3513
24,2006,200,4,44.4772
24,2006,202,4,45.1203
24,2006,206,4,44.9531
24,2006,209,4,46.2112
24,2006,212,4,46.0987
24,2006,214,4,45.842
24,2006,216,4,45.4769
24,2006,224,4,44.7065
24,2006,227,4,44.7963
24,2006,229,4,44.0789
24,2006,233,4,44.7353
24,2006,235,4,44.4541
24,2006,237,4,44.0645
24,2006,243,4,44.2032
24,2006,245,4,44.0458
24,2006,249,4,44.5578
24,2006,251,4,44.2266
25,2006,165,4,44.3263
25,2006,167,4,45.1482
25,2006,172,4,44.495
25,2006,174,4,44.7526
25,2006,177,4,44.1731
25,2006,179,4,43.6033
25,2006,184,4,41.219
25,2006,187,4,40.9754
25,2006,189,4,39.9731
25,2006,194,4,44.5369
25,2006,198,4,44.1659
25,2006,200,4,44.2542
25,2006,202,4,44.0715
25,2006,206,4,43.982
25,2006,209,4,44.9551
25,2006,212,4,44.8925
25,2006,214,4,44.7978
25,2006,216,4,44.611
25,2006,224,4,43.8483
25,2006,227,4,43.8285
25,2006,229,4,43.5842
25,2006,233,4,43.7694
25,2006,235,4,43.849
25,2006,237,4,43.6978
25,2006,243,4,43.4133
25,2006,245,4,43.7091
25,2006,249,4,43.6045
25,2006,251,4,43.7645
32,2006,165,4,43.6846
32,2006,167,4,44.0185
32,2006,172,4,43.4456
32,2006,174,4,43.6971
32,2006,177,4,43.3543
32,2006,179,4,42.8741
32,2006,184,4,40.399
32,2006,187,4,41.8072
32,2006,189,4,40.753
32,2006,194,4,43.5718
32,2006,198,4,43.1729
32,2006,200,4,43.07
32,2006,202,4,42.8695
32,2006,206,4,42.907
32,2006,209,4,43.5204
32,2006,212,4,43.5189
32,2006,214,4,43.448
32,2006,216,4,43.2792
