"year","doy","hour","SolarR","Temp","RH","WS","precip"
2013,117,7,81.4308510638298,-1.19425048828123,0.92875,0,0
2013,117,8,374.840425531915,2.13326416015627,0.805999984741211,0,0
2013,117,9,339.269368013423,5.45900878906252,0.719000015258789,0.125,0
2013,117,10,955.196808510638,9.2084899902344,0.5775,0.564999997615814,0
2013,117,11,1322.95406779837,12.1217590332031,0.435250015258789,1.50999999046326,0
2013,117,12,1620.86170212766,13.6174865722656,0.398499984741211,1.25999999046326,0
2013,117,13,1615.01933645695,14.8402648925781,0.327999992370605,1.25999999046326,0
2013,117,14,1742.41345474568,15.9682556152344,0.310750007629395,1.38499999046326,0
2013,117,15,1364.93617021277,16.725,0.319249992370605,0.882499992847443,0
2013,117,16,624.923591776097,16.3795104980469,0.334000015258789,1.57500004768372,0
2013,117,17,1065.73598269199,17.0402465820313,0.326749992370605,1.57249999046326,0
2013,117,18,743.890238011137,17.1474853515625,0.312250003814697,2.45250010490417,0
2013,117,19,402.656163901471,16.7430053710938,0.325750007629395,1.38499999046326,0
2013,117,20,59.4574468085106,15.0905090332031,0.367750015258789,0.942499995231628,0
2013,117,21,1.91297874805775,12.7422424316406,0.4275,0.375,0
2013,117,22,1.24085111313678,9.3592468261719,0.577000007629395,0,0
2013,117,23,1.24085111313678,7.44124755859377,0.683000030517578,0.1875,0
2013,118,0,1.24085111313678,6.06374511718752,0.738499984741211,0.25,0
2013,118,1,1.24085111313678,4.78450927734377,0.7875,0,0
2013,118,2,1.24085111313678,4.5047546386719,0.8075,0,0
2013,118,3,1.24085111313678,3.14849243164065,0.850999984741211,0,0
2013,118,4,1.24085111313678,2.98299560546877,0.86125,0,0
2013,118,5,1.24085111313678,2.33526000976565,0.880250015258789,0,0
2013,118,6,1.24085111313678,3.6037536621094,0.858499984741211,0.0625,0
2013,118,7,87.9453223045836,3.92400512695315,0.8225,0,0
2013,118,8,428.455538226188,7.50850830078127,0.731999969482422,0.0625,0
2013,118,9,754.178910925033,11.797509765625,0.575,0.754999995231628,0
2013,118,10,1093.5,15.1732421875,0.459249992370605,1.63499999046326,0
2013,118,11,1340.37765957447,17.5339904785156,0.405,1.82249999046326,0
2013,118,12,1527.79787234043,18.9370056152344,0.340499992370605,1.95000004768372,0
2013,118,13,1656.38103858461,20.0670104980469,0.307999992370605,2.57999992370605,0
2013,118,14,1574.32978723404,20.6027465820313,0.281749992370605,2.76999998092651,0
2013,118,15,1086.3650811378,20.7994934082031,0.280750007629395,2.83249998092651,0
2013,118,16,795.540613052693,20.2990051269531,0.284249992370605,3.21000003814697,0
2013,118,17,545.457446808511,19.4779907226563,0.289500007629395,3.21000003814697,0
2013,118,18,312.797872340425,18.8597351074219,0.314750003814697,2.96000003814697,0
2013,118,19,189.333197800657,18.2592407226563,0.317749996185303,2.83249998092651,0
2013,118,20,40.7412781735684,17.2365051269531,0.335,2.26749992370605,0
2013,118,21,1.24085111313678,16.1232543945313,0.379249992370605,2.07750010490417,0
2013,118,22,1.24085111313678,15.1985107421875,0.391749992370605,2.45749998092651,0
2013,118,23,1.24085111313678,11.9717651367188,0.610999984741211,3.21000003814697,0.200000002980232
2013,119,0,1.24085111313678,9.94625244140627,0.816500015258789,2.70499992370605,1
2013,119,1,1.24085111313678,9.45974121093752,0.841999969482422,3.52500009536743,1.79999995231628
2013,119,2,1.24085111313678,9.0517517089844,0.839250030517578,4.28000020980835,1
2013,119,3,1.24085111313678,9.49074707031252,0.778000030517578,4.90749979019165,0
2013,119,4,1.24085111313678,9.55825195312502,0.748000030517578,4.21750020980835,0
2013,119,5,1.24085111313678,9.66326293945315,0.730500030517578,3.84249997138977,0
2013,119,6,1.24085111313678,9.9215026855469,0.67875,4.15500020980835,0
2013,119,7,49.7891505139939,9.93401489257815,0.670250015258789,3.58999991416931,0
2013,119,8,251.375750992146,10.4424987792969,0.67,3.14750003814697,0
2013,119,9,368.998091417678,11.1872497558594,0.657750015258789,3.65499997138977,0
2013,119,10,355.452127659574,11.4670043945313,0.700999984741211,4.03000020980835,0
2013,119,11,933.895557160073,12.3017517089844,0.738000030517578,3.96749997138977,0
2013,119,12,763.898936170213,12.6119934082031,0.74125,4.72249984741211,0
2013,119,13,775.480225388547,13.1897521972656,0.752249984741211,4.59499979019165,0
2013,119,14,433.677440497216,12.6119934082031,0.779250030517578,4.46750020980835,0
2013,119,15,578.443429500499,12.29775390625,0.81375,4.71999979019165,0
2013,119,16,327.688078795088,11.922509765625,0.825999984741211,4.15500020980835,0
2013,119,17,401.984042553192,12.3217407226563,0.817249984741211,3.65249991416931,0
2013,119,18,268.851063829787,12.4370056152344,0.796999969482422,3.84249997138977,0
2013,119,19,188.092334114237,12.0012451171875,0.812249984741211,3.71749997138977,0
2013,119,20,42.6542553191489,11.2297607421875,0.83625,3.08500003814697,0
2013,119,21,1.24085111313678,10.6994873046875,0.862750015258789,2.58249998092651,0
2013,119,22,1.24085111313678,10.6564880371094,0.87,2.70749998092651,0
2013,119,23,1.24085111313678,10.662744140625,0.87375,2.95749998092651,0
2013,120,0,1.24085111313678,10.8214965820313,0.872750015258789,3.52749991416931,0
2013,120,1,1.24085111313678,10.8402648925781,0.878249969482422,3.21000003814697,0
2013,120,2,1.24085111313678,10.8642517089844,0.885250015258789,3.46250009536743,0
2013,120,3,1.24085111313678,10.7300048828125,0.891500015258789,3.65499997138977,0
2013,120,4,1.24085111313678,10.9924865722656,0.885749969482422,3.52500009536743,0
2013,120,5,1.24085111313678,11.08974609375,0.884250030517578,2.95749998092651,0
2013,120,6,1.24085111313678,11.1817565917969,0.879000015258789,2.76999998092651,0
2013,120,7,42.6542553191489,11.1327453613281,0.887750015258789,2.76999998092651,0
2013,120,8,241.707446808511,11.6977478027344,0.88,2.01250004768372,0
2013,120,9,373.547872340426,12.3585144042969,0.855749969482422,2.45499992370605,0
2013,120,10,497.012546880194,12.8347412109375,0.840250015258789,3.01999998092651,0
2013,120,11,718.659574468085,14.0500122070313,0.794749984741211,3.33750009536743,0
2013,120,12,875.058510638298,14.9835144042969,0.745749969482422,3.20749998092651,0
2013,120,13,664.372340425532,16.0042358398438,0.68875,2.57999992370605,0
2013,120,14,497.632978723404,16.141259765625,0.687750015258789,2.26749992370605,0
2013,120,15,886.691489361702,16.6892639160156,0.666750030517578,2.26749992370605,0
2013,120,16,420.079787234043,16.34951171875,0.675250015258789,2.64499998092651,0
2013,120,17,475.659574468085,16.7367492675781,0.661750030517578,2.07500004768372,0
2013,120,18,730.292553191489,17.8787475585938,0.605250015258789,2.26749992370605,0
2013,120,19,403.897027587891,17.2722412109375,0.61625,2.64499998092651,0
2013,120,20,56.8723404255319,16.1532531738281,0.636500015258789,2.14000010490417,0
2013,120,21,1.24085111313678,14.4630065917969,0.688499984741211,1.07000005245209,0
2013,120,22,1.24085111313678,14.2177368164063,0.694499969482422,2.01500010490417,0
2013,120,23,1.24085111313678,13.9297424316406,0.703249969482422,1.63499999046326,0
2013,121,0,1.24085111313678,12.3037353515625,0.7675,0,0
2013,121,1,1.24085111313678,12.267236328125,0.754250030517578,0.567499995231628,0
2013,121,2,1.24085111313678,12.0494934082031,0.72625,0.694999992847443,0
2013,121,3,1.24085111313678,11.1447387695313,0.727249984741211,0.819999992847443,0
2013,121,4,1.24085111313678,10.2647644042969,0.721999969482422,0.882499992847443,0
2013,121,5,1.24085111313678,9.6874938964844,0.68875,0.377499997615814,0
2013,121,6,1.91297874805775,8.88424072265627,0.665749969482422,0.1875,0
2013,121,7,105.937656418821,8.62374267578127,0.637249984741211,0.632499992847443,0
2013,121,8,442.725312837641,10.7344909667969,0.505499992370605,1.38250005245209,0
2013,121,9,794.299812479222,12.8522583007813,0.398250007629395,1.88750004768372,0
2013,121,10,1110.30319148936,15.2700134277344,0.317999992370605,2.13750004768372,0
2013,121,11,1357.85300396858,17.5872436523438,0.277000007629395,2.07500004768372,0
2013,121,12,1544.60106382979,19.3117614746094,0.278250007629395,2.89499998092651,0
2013,121,13,1656.43279120263,20.5075012207031,0.267749996185303,3.14750003814697,0
2013,121,14,1658.34574468085,21.5267578125,0.251749992370605,2.64499998092651,0
2013,121,15,1533.0198377244,22.2380004882813,0.245249996185303,2.20250010490417,0
2013,121,16,1342.34236567071,22.8005004882813,0.243999996185303,1.82500004768372,0
2013,121,17,1085.74468085106,23.1,0.245,1.88750004768372,0
2013,121,18,772.998498015708,23.2199951171875,0.239750003814697,1.82500004768372,0
2013,121,19,433.625750992146,22.7287536621094,0.246499996185303,1.32249999046326,0
2013,121,20,81.4308510638298,21.0804992675781,0.253500003814697,0.439999997615814,0
2013,121,21,2.53340430462614,17.4385009765625,0.336749992370605,0,0
2013,121,22,1.24085111313678,14.20400390625,0.444000015258789,0,0
2013,121,23,1.24085111313678,11.5877624511719,0.555,0.25,0
2013,122,0,1.24085111313678,12.02724609375,0.495499992370605,0.1875,0
2013,122,1,1.24085111313678,14.5169921875,0.353250007629395,1.25750005245209,0
2013,122,2,1.24085111313678,13.3950134277344,0.367000007629395,1.19749999046326,0
2013,122,3,1.24085111313678,12.1700073242188,0.40875,0.822499990463257,0
2013,122,4,1.24085111313678,11.2422424316406,0.457750015258789,0.0625,0
2013,122,5,1.24085111313678,10.38125,0.519000015258789,0.567499995231628,0
2013,122,6,2.53340430462614,9.19399414062502,0.580250015258789,0.882499992847443,0
2013,122,7,107.902338847708,9.46575317382815,0.592750015258789,0.757499992847443,0
2013,122,8,450.480631986577,10.8627563476563,0.590999984741211,1.13499999046326,0
2013,122,9,800.090425531915,13.6347595214844,0.518250007629395,1.32249999046326,0
2013,122,10,1126.48598269199,15.7652526855469,0.4525,1.44749999046326,0
2013,122,11,1366.90087630901,17.9082580566406,0.410499992370605,1.25999999046326,0
2013,122,12,1558.81914893617,19.8055053710938,0.345999984741211,1.57249999046326,0
2013,122,13,1662.89555716007,21.151513671875,0.310499992370605,1.63499999046326,0
2013,122,14,1653.79593220163,22.1480041503906,0.257999992370605,1.75999999046326,0
2013,122,15,1534.26063829787,23.3279968261719,0.270499992370605,1.88499999046326,0
2013,122,16,1342.96276595745,23.5567565917969,0.265499992370605,1.57500004768372,0
2013,122,17,1093.5,24.0500122070313,0.259750003814697,0.884999990463257,0
2013,122,18,732.877659574468,24.0137573242188,0.25625,1.25999999046326,0
2013,122,19,424.00913631358,24.0442443847656,0.255249996185303,0.502499997615814,0
2013,122,20,81.4308510638298,21.9532409667969,0.295750007629395,0.0625,0
2013,122,21,1.91297874805775,19.0559936523438,0.358250007629395,1.44749999046326,0
2013,122,22,1.24085111313678,15.4064880371094,0.457999992370605,0,0
2013,122,23,1.24085111313678,12.3427368164063,0.574500007629395,0,0
2013,123,0,1.24085111313678,10.1979919433594,0.686750030517578,0,0
2013,123,1,1.24085111313678,9.29299316406252,0.734499969482422,0,0
2013,123,2,1.24085111313678,10.6650024414063,0.685999984741211,0.125,0
2013,123,3,1.24085111313678,9.15474853515627,0.731500015258789,0.0625,0
2013,123,4,1.24085111313678,7.9007507324219,0.79625,0,0
2013,123,5,1.24085111313678,9.73598632812502,0.755,0.0625,0
2013,123,6,1.91297874805775,12.4692626953125,0.64375,0.504999995231628,0
2013,123,7,108.574468085106,13.5697570800781,0.580750007629395,1.25999999046326,0
2013,123,8,443.345744680851,14.1217590332031,0.537249984741211,1.88750004768372,0
2013,123,9,780.702127659575,14.9714904785156,0.501500015258789,2.95749998092651,0
2013,123,10,1096.75725928773,16.0042358398438,0.459249992370605,3.40000009536743,0
2013,123,11,1315.14699603142,17.1889892578125,0.446749992370605,3.08500003814697,0
2013,123,12,1547.18617021277,17.9502502441406,0.430750007629395,2.57999992370605,0
2013,123,13,1649.24611972241,19.1274963378906,0.38625,2.26500010490417,0
2013,123,14,1640.25,20.1682373046875,0.367249984741211,1.75999999046326,0
2013,123,15,1527.79787234043,21.0200134277344,0.364000015258789,1.75999999046326,0
2013,123,16,1375.94874864943,21.7835021972656,0.348499984741211,1.44749999046326,0
2013,123,17,1234.33654525432,22.2019897460938,0.334749984741211,1.57249999046326,0
2013,123,18,880.900876309009,22.1960083007813,0.312000007629395,1.19749999046326,0
