"absorbed_longwave","alpha","canopy_assimilation_rate","canopy_conductance","canopy_height","canopy_photorespiration_rate","canopy_transpiration_rate","cosine_zenith_angle","cws1","cws2","doy","gbw_canopy","gmst","Grain","GrossAssim","hour","julian_date","kGrain","kLeaf","kRhizome","kRoot","kStem","lai","Leaf","leafdeathrate","LeafLitter","LeafWS","lha","lmst","ncalls","net_assimilation_rate_grain","net_assimilation_rate_leaf","net_assimilation_rate_rhizome","net_assimilation_rate_root","net_assimilation_rate_stem","precip","rh","Rhizome","rhizome_senescence_index","RhizomeLitter","Root","root_senescence_index","RootLitter","Shell","soil_evaporation_rate","soil_water_content","solar","solar_azimuth_angle","solar_dec","solar_ell","solar_ep","solar_g","solar_L","solar_ra","solar_zenith_angle","Sp","Stem","stem_senescence_index","StemLitter","StomataWS","temp","time","time_zone_offset","TTc","vmax","windspeed","year","nrow"
421.63,0,-1.9398e-05,0.001905,0.010539,0,0.0026856,-0.8142,0.20002,0.32,278,0.0062891,6.9344,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,0.031616,0.028742,5,0.59684,0.82131,184.89,1.0678,4296,0,0,0,0,0,0,0.87,2.0141,369,0,2.0329,0,0,0,13.884,0.29,0,368.41,-4.7829,192.1,23.438,270.98,194.02,-168.87,144.51,1.1,8.2989,0,0,0.75003,20.5,6648,-6,3399.1,100,3.01,2005,4296
411.95,0,-1.649e-05,0.0018119,0.010024,0,0.0026829,-0.81796,0.2,0.32,279,0.0063224,7.0001,0,0,0,2453600,0,1e-05,0.15,0.15,0.7,0.030073,0.027339,5,0.5974,0.82129,184.96,1.1335,4296,0,0,0,0,0,0,0.85,2.0146,369,0,2.0334,0,0,0,13.329,0.29,0,368.61,-5.167,193.09,23.438,271.97,195,-167.96,144.88,1.1,8.3014,0,0,0.75,18.8,6672,-6,3422.2,100,3.06,2005,4296
342.69,0,-6.4826e-06,0.0017234,0.0095349,0,0.0012389,-0.82168,0.2,0.32,280,0.0086431,7.0658,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.028605,0.026004,5,0.59794,0.82129,185.04,1.1992,4296,0,0,0,0,0,0,0.85,2.0151,369,0,2.0339,0,0,0,9.4967,0.29,0,368.82,-5.55,194.07,23.438,272.96,195.99,-167.05,145.25,1.1,8.3036,0,0,0.75,5.67,6696,-6,3434.4,100,4.23,2005,4296
351.68,0,-6.9962e-06,0.0016393,0.0090694,0,0.0015035,-0.82535,0.2,0.32,281,0.0086491,7.1315,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.027208,0.024735,5,0.59844,0.82129,185.11,1.2649,4296,0,0,0,0,0,0,0.83,2.0155,369,0,2.0343,0,0,0,10.426,0.29,0,369.02,-5.9319,195.06,23.438,273.94,196.97,-166.13,145.62,1.1,8.3055,0,0,0.75,7.48,6720,-6,3443.2,100,4.28,2005,4296
348.23,0,-4.8606e-06,0.0012084,0.0066854,0,0.001107,-0.82897,0.2,0.32,282,0.0074149,7.1973,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.020056,0.018233,36.8,0.60104,0.82129,185.18,1.3306,4296,0,0,0,0,0,0,0.81,2.0164,369,0,2.0351,0,0,0,9.7125,0.29,0,369.22,-6.3125,196.05,23.438,274.93,197.96,-165.22,145.99,1.1,8.3096,0,0,0.75,6.79,6744,-6,3451.9,100,3.92,2005,4296
361.71,0,-4.5452e-06,0.00083397,0.0046139,-3.047e-08,0.0006379,-0.83254,0.2,0.32,283,0.005,7.263,0,-6.8881e-07,0,2453700,0,1e-05,0.15,0.15,0.7,0.013842,0.012583,36.8,0.6033,0.82129,185.24,1.3963,4296,0,0,0,0,0,0,0.86,2.0171,369,0,2.0359,0,0,0,8.8013,0.29,-1,369.43,-6.6917,197.04,23.438,275.91,198.94,-164.3,146.36,1.1,8.313,0,0,0.75,9.46,6768,-6,3462.9,100,2.52,2005,4296
384.45,0,-3.7222e-06,0.00057556,0.0031843,0,0.00069837,-0.83607,0.2,0.32,284,0.0051992,7.3287,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.0095529,0.0086845,36.8,0.60486,0.82129,185.31,1.462,4296,0,0,0,0,0,0,0.82,2.0175,369,0,2.0363,0,0,0,11.752,0.29,0,369.63,-7.0694,198.02,23.438,276.9,199.93,-163.38,146.73,1.1,8.3151,0,0,0.75,13.8,6792,-6,3475.9,100,3.2,2005,4296
375.42,0,-2.3346e-06,0.00039722,0.0021976,0,0.00013503,-0.83954,0.2,0.32,285,0.005,7.3944,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.0065929,0.0059936,36.8,0.60594,0.82129,185.37,1.5277,4296,0,0,0,0,0,0,0.94,2.0178,369,0,2.0366,0,0,0,9.0841,0.29,0,369.84,-7.4455,199.01,23.438,277.88,200.92,-162.46,147.09,1.1,8.3165,0,0,0.75,12.1,6816,-6,3490.5,100,2.16,2005,4296
387.13,0,-1.83e-06,0.00027414,0.0015167,0,0.00033603,-0.84297,0.2,0.32,286,0.005,7.4601,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.0045501,0.0041365,36.8,0.60668,0.82129,185.43,1.5934,4296,0,0,0,0,0,0,0.82,2.0181,369,0,2.0368,0,0,0,10.04,0.29,0,370.04,-7.8199,200,23.438,278.87,201.9,-161.53,147.45,1.1,8.3176,0,0,0.75,14.3,6840,-6,3505.2,100,2.24,2005,4296
370.7,0,-1.0611e-06,0.0001892,0.0010468,0,5.1109e-05,-0.84634,0.2,0.32,287,0.005,7.5258,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.0031403,0.0028548,36.8,0.6072,0.82129,185.49,1.6591,4296,0,0,0,0,0,0,0.96,2.0182,369,0,2.037,0,0,0,6.928,0.29,0,370.24,-8.1925,200.99,23.438,279.86,202.89,-160.6,147.82,1.1,8.3183,0,0,0.75,11.2,6864,-6,3521.5,100,1.34,2005,4296
378.06,0,-7.7882e-07,0.00013058,0.00072241,0,0.00014578,-0.84967,0.2,0.32,288,0.005,7.5915,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.0021672,0.0019702,36.8,0.60755,0.82129,185.55,1.7248,4296,0,0,0,0,0,0,0.82,2.0183,369,0,2.0371,0,0,0,11.116,0.29,0,370.45,-8.5632,201.98,23.438,280.84,203.87,-159.68,148.18,1.1,8.3189,0,0,0.75,12.6,6888,-6,3537.3,100,3.09,2005,4296
355.25,0,-3.8988e-07,9.0117e-05,0.00049857,0,0.00019151,-0.85294,0.2,0.32,289,0.005,7.6572,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.0014957,0.0013597,36.8,0.60779,0.82129,185.6,1.7906,4296,0,0,0,0,0,0,0.57,2.0184,369,0,2.0372,0,0,0,9.8469,0.29,0,370.65,-8.9319,202.98,23.438,281.83,204.86,-158.74,148.53,1.1,8.3192,0,0,0.75,8.19,6912,-6,3551.7,100,3.44,2005,4296
365.51,0,-3.0938e-07,6.2194e-05,0.00034409,0,0.00013904,-0.85616,0.2,0.32,290,0.005,7.7229,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.0010323,0.00093843,36.8,0.60796,0.82129,185.65,1.8563,4296,0,0,0,0,0,0,0.6,2.0185,369,0,2.0372,0,0,0,8.196,0.29,0,370.85,-9.2984,203.97,23.438,282.81,205.84,-157.81,148.89,1.1,8.3195,0,0,0.75,10.2,6936,-6,3563.7,100,2.01,2005,4296
392,0,-3.0055e-07,4.2923e-05,0.00023747,0,0.00010032,-0.85933,0.2,0.32,291,0.005,7.7886,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.00071242,0.00064766,36.8,0.60808,0.82129,185.7,1.922,4296,0,0,0,0,0,0,0.69,2.0185,369,0,2.0373,0,0,0,11.723,0.29,0,371.05,-9.6628,204.96,23.438,283.8,206.83,-156.87,149.24,1.1,8.3196,0,0,0.75,15.2,6960,-6,3580.9,100,2.85,2005,4296
378.59,0,-1.7535e-07,2.9624e-05,0.00016389,0,6.5733e-05,-0.86244,0.2,0.32,292,0.005,7.8544,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.00049168,0.00044698,36.8,0.60816,0.82129,185.75,1.9877,4296,0,0,0,0,0,0,0.66,2.0185,369,0,2.0373,0,0,0,13.871,0.29,0,371.24,-10.025,205.95,23.438,284.78,207.81,-155.94,149.59,1.1,8.3198,0,0,0.75,12.7,6984,-6,3597.6,100,4.75,2005,4296
366.55,0,-1.0413e-07,2.0445e-05,0.00011311,0,2.6844e-05,-0.86551,0.2,0.32,293,0.005,7.9201,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.00033933,0.00030848,36.8,0.60821,0.82129,185.8,2.0534,4296,0,0,0,0,0,0.889,0.76,2.0185,369,0,2.0373,0,0,0,11.643,0.29,0,371.44,-10.384,206.95,23.438,285.77,208.8,-154.99,149.94,1.1,8.3198,0,0,0.75,10.4,7008,-6,3612.3,100,4,2005,4296
356.57,0,-5.7581e-08,1.4339e-05,7.8063e-05,4.8657e-10,4.8285e-06,-0.86852,0.20595,0.32,294,0.0055334,7.9858,0,1.1418e-08,0,2453700,0,1e-05,0.15,0.15,0.7,0.00023419,0.0002129,36.8,0.60825,0.82973,185.84,2.1191,4296,0,0,0,0,0,0.106,0.94,2.0185,369,0,2.0373,0,0,0,13.512,0.29149,1,371.63,-10.741,207.94,23.438,286.75,209.79,-154.05,150.29,1.1,8.3199,0,0,0.76239,8.45,7032,-6,3621.8,100,6.35,2005,4296
347.34,0,-3.3934e-08,9.8434e-06,5.3875e-05,2.8168e-10,4.1747e-06,-0.87148,0.20397,0.32,295,0.005,8.0515,0,7.4182e-09,0,2453700,0,1e-05,0.15,0.15,0.7,0.00016162,0.00014693,36.8,0.60828,0.82691,185.88,2.1848,4296,0,0,0,0,0,0.0106,0.9,2.0185,369,0,2.0373,0,0,0,8.1014,0.29099,1,371.82,-11.096,208.94,23.438,287.74,210.77,-153.1,150.63,1.1,8.3199,0,0,0.75826,6.61,7056,-6,3630.7,100,2.7,2005,4296
334.61,0,-2.2311e-08,6.7642e-06,3.7182e-05,0,5.1829e-06,-0.87438,0.20237,0.32,296,0.005,8.1172,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,0.00011155,0.0001014,36.8,0.6083,0.82465,185.91,2.2505,4296,0,0,0,0,0,0,0.8,2.0186,369,0,2.0373,0,0,0,7.0528,0.29059,0,372.01,-11.447,209.93,23.438,288.73,211.76,-152.15,150.97,1.1,8.3199,0,0,0.75494,4.01,7080,-6,3639.7,100,2.66,2005,4296
341.76,0,-1.3074e-08,4.0511e-06,2.2327e-05,1.0726e-10,1.6618e-06,-0.87724,0.2014,0.32,297,0.0056082,8.1829,0,2.9782e-09,0,2453700,0,1e-05,0.15,0.15,0.7,6.6982e-05,6.0893e-05,52,0.60831,0.82327,185.95,2.3162,4296,0,0,0,0,0,0,0.91,2.0186,369,0,2.0373,0,0,0,12.895,0.29035,1,372.19,-11.796,210.93,23.438,289.71,212.74,-151.2,151.31,1.1,8.32,0,0,0.75291,5.48,7104,-6,3645.2,100,7.65,2005,4296
343.93,0,-9.0817e-09,2.39e-06,1.3199e-05,0,1.9848e-06,-0.88004,0.20067,0.32,298,0.005,8.2486,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,3.9596e-05,3.5996e-05,52,0.60832,0.82224,185.98,2.3819,4296,0,0,0,0,0,0,0.81,2.0186,369,0,2.0373,0,0,0,12.018,0.29017,0,372.38,-12.142,211.92,23.438,290.7,213.73,-150.25,151.65,1.1,8.32,0,0,0.7514,5.92,7128,-6,3651.7,100,6.35,2005,4296
337.37,0,-4.8988e-09,1.4116e-06,7.8021e-06,0,8.4537e-07,-0.88278,0.20035,0.32,299,0.005,8.3143,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,2.3406e-05,2.1278e-05,52,0.60833,0.82178,186,2.4477,4296,0,0,0,0,0,0,0.85,2.0186,369,0,2.0373,0,0,0,5.7722,0.29009,0,372.55,-12.484,212.92,23.438,291.68,214.71,-149.29,151.98,1.1,8.32,0,0,0.75073,4.58,7152,-6,3659.4,100,1.68,2005,4296
352.48,0,-3.506e-09,8.3419e-07,4.6121e-06,0,1.0004e-06,-0.88548,0.20025,0.32,300,0.005,8.38,0,0,0,2453700,0,1e-05,0.15,0.15,0.7,1.3836e-05,1.2578e-05,52,0.60833,0.82164,186.03,2.5134,4296,0,0,0,0,0,0,0.74,2.0186,369,0,2.0373,0,0,0,7.8162,0.29006,0,372.73,-12.824,213.92,23.438,292.67,215.7,-148.33,152.31,1.1,8.32,0,0,0.75051,7.64,7176,-6,3667.1,100,2.28,2005,4296
335.38,0,-2.8256e-09,4.93e-07,2.7264e-06,-5.6129e-11,2.7715e-07,-0.88812,0.20015,0.32,301,0.005,8.4457,0,-1.7304e-09,0,2453700,0,1e-05,0.15,0.15,0.7,8.1791e-06,7.4355e-06,52,0.60833,0.82151,186.05,2.5791,4296,0,0,0,0,0,0,0.85,2.0186,369,0,2.0373,0,0,0,4.4009,0.29004,-5,372.9,-13.16,214.92,23.438,293.65,216.69,-147.36,152.64,1.1,8.32,0,0,0.75032,4.17,7200,-6,3674.5,100,1.02,2005,4296
