run,Assim,Qp,TL,RH,Ci,,Cond
45,16.4,1499,25.86,54.59,237,399.13,0.207
45,10.6,1501,25.91,56.08,180,298.87,0.177
45,5.63,1502,25.91,57.18,130,200.72,0.158
45,2.6,1499,25.98,58.95,90.1,125.82,0.144
45,0.59,1499,26.03,60.36,65.7,74.67,0.145
45,-0.817,1499,26.12,61.73,45.1,35.82,0.15
45,12.8,1499,26.19,61.82,238,400.98,0.153
45,16.6,1500,26.24,62.22,355,600.02,0.128
45,16.5,1499,26.41,62.83,539,1000.46,0.0635
46,14.7,1499,26.98,64.19,217,399.49,0.156
46,9.88,1500,27.11,65.04,169,299.53,0.145
46,5.89,1501,27.12,66.36,120,200.56,0.141
46,2.67,1499,27.14,65.85,91,124.53,0.16
46,0.355,1500,27.23,64.38,69.1,74.52,0.179
46,-1.3,1500,27.34,62.96,47.4,35.82,0.199
46,15.7,1499,27.26,61.37,256,401.1,0.225
46,22.6,1501,27.26,60.37,392,600.13,0.229
46,28.7,1500,27.23,59.78,682,1000.08,0.184
47,19.00675507,1497.938232,26.24912262,53.98120117,243.0604933,399.4992065,0.261125883
47,14.17318395,1498.623779,26.20026207,55.20867157,182.8083296,300.1724548,0.258687571
47,8.795794598,1500.934326,26.2167511,56.40406036,126.3415824,200.3061066,0.254530827
47,4.286256343,1499.376953,26.26673889,57.59280777,88.32067548,125.2943878,0.251461653
47,1.403718888,1499.731445,26.33136368,58.57943726,62.18905893,75.24151611,0.246670351
47,-0.621708456,1498.355225,26.36627007,58.78507233,46.3549768,42.37400436,0.251374932
47,18.36673213,1499.442261,26.42163086,58.4394989,245.0077365,400.6651611,0.250658414
47,25.62921691,1499.024536,26.46605301,58.68160629,377.1823671,599.8618164,0.24384109
47,32.90957115,1502.875854,26.52057648,57.8621254,708.7148487,1000.03363,0.244217461
48,17.7,1500,28.17,58.91,198,399.52,0.173
48,10.5,1501,28.38,58.69,139,299.34,0.123
48,5.86,1502,28.14,58.7,96.2,200.69,0.104
48,2.83,1500,28.22,58.11,75.6,125.86,0.107
48,0.655,1502,28.27,57.37,62.5,74.35,0.12
48,-1.09,1500,28.32,56.41,48.4,35.66,0.143
48,17.2,1501,28.34,55.54,201,401.31,0.171
48,23.5,1501,27.96,55.49,339,600.17,0.181
48,26.5,1500,27.78,54.89,688,1000.7,0.175
49,16.73216701,1499.175659,26.39966011,57.12826538,275.8902579,399.7543945,0.304733065
49,11.05343186,1500.021729,26.58787346,56.92676544,205.6227813,299.6674805,0.255180422
49,5.683577908,1499.114136,26.7196312,56.74462128,143.81388,199.8782959,0.215558597
49,2.316098541,1500.133667,26.73097801,56.73422623,100.3418019,125.154892,0.205088662
49,-0.025445252,1499.607422,26.75548935,56.77314758,73.3582093,75.00130463,0.211808687
49,-1.57183546,1501.094238,26.68500137,56.88777924,54.98484251,42.34561539,0.224270227
49,16.25243945,1498.972778,26.54534721,57.09579086,257.7183743,399.9425354,0.243195308
49,22.31250562,1500.069092,26.55617332,56.87302399,406.1043556,599.9370117,0.247768628
50,26.46931922,1500.180542,26.62261009,57.02109909,734.9307253,1000.07135,0.212603697
50,14.00656501,1500.49292,26.44632149,56.70316696,223.4823624,400.2464294,0.154119262
50,9.983737442,1500.323486,26.74650383,56.65341568,165.8085697,300.3210754,0.14302959
50,5.778307304,1498.882813,27.00527954,56.70645523,116.5625637,199.9390411,0.133148718
50,2.718672693,1497.86377,27.29294968,56.84824753,84.69226135,125.2426376,0.131416505
50,0.630913211,1499.594727,27.52842331,57.19655991,64.59600179,75.20282745,0.132873042
50,-0.656965816,1499.478638,27.56770897,57.4936676,50.05393707,42.65074158,0.138538019
50,13.39455157,1499.89563,27.41375351,57.7710228,228.2758581,400.1017151,0.152174957
50,19.1273472,1500.543579,27.49248886,58.19424057,353.745827,599.9024658,0.152139664
50,24.48411165,1500.632568,27.64635658,58.85974121,637.3247096,1000.549194,0.130702384
51,14.4,1500,27.36,53.55,293,399.27,0.318
51,10.6,1500,27.37,53.5,221,299.26,0.315
51,6.3,1500,27.59,53.75,152,200.83,0.299
51,3.1,1500,27.57,54.14,101,125.9,0.29
51,0.572,1499,27.76,54.57,68.3,74.39,0.291
51,-1.17,1500,27.82,55.01,43.4,36.16,0.293
51,13.4,1498,27.62,55.56,293,402.46,0.279
51,17,1499,27.45,55.92,452,600.47,0.258
51,19.8,1500,27.44,56.03,802,1000.46,0.225
52,19.2,1500,25.96,30.4,233,399.06,0.251
52,13.5,1500,26.1,31.04,172,298.98,0.224
52,8.05,1499,26.11,31.93,122,200.97,0.214
52,3.7,1499,26.17,33.05,88.3,125.74,0.215
52,0.936,1500,26.1,34.4,64,74.5,0.227
52,-1.04,1499,26.09,35.77,43.8,36.64,0.246
52,19.6,1499,26.16,37.03,236,401.24,0.259
52,26.8,1499,26.21,38.23,372,600.73,0.256
52,31.6,1499,26.18,39.48,712,999.62,0.244
53,20.79463336,1499.753418,26.18169594,45.6821022,243.8584384,400.17099,0.296179534
53,15.40258071,1502.069946,26.3099556,46.61055756,182.1177617,300.2583008,0.2881568
53,9.242826415,1501.639282,26.37573242,47.44617844,126.7401593,199.8712463,0.278825868
53,4.407455274,1501.036011,26.52801704,48.20517349,88.76414662,125.124527,0.271731724
53,1.044812769,1499.446655,26.5254364,49.06399155,65.26374957,75.17655182,0.269054247
53,-1.027955537,1500.571411,26.55212402,49.83330154,48.67934859,42.08369446,0.269144168
53,19.85162722,1498.90564,26.59035683,50.7167244,241.3297052,400.4474792,0.271260369
53,27.98546944,1500.237061,26.61528778,51.56183243,375.2137458,600.234314,0.271350409
53,35.24576617,1498.643555,26.62116241,52.19208145,694.1272293,1000.427002,0.250974522
54,24,1499,25.88,41.74,266,399.82,0.456
54,17.4,1500,26.15,42.78,195,298.75,0.415
54,10.3,1499,26.09,43.74,136,200.99,0.379
54,4.76,1500,26.12,44.85,93,125.88,0.349
54,1.13,1499,26.22,45.64,65.7,74.92,0.337
54,-1.36,1500,26.29,46.59,44,36.3,0.337
54,20.9,1499,26.35,47.42,256,400.59,0.333
54,30.4,1500,26.38,48.29,387,600.66,0.326
54,39.5,1501,26.42,49.03,687,1000.26,0.282
55,15.83564766,1500.792847,25.90976906,31.10512733,242.013509,399.4009399,0.211981962
55,11.4820482,1501.103271,26.04275703,32.2530098,178.242439,299.8764648,0.195613635
55,6.49209921,1500.359131,26.0924511,33.50204468,123.0900329,199.8199768,0.172587614
55,2.97570088,1497.806396,26.26311684,34.95630646,84.57763846,125.0669708,0.149681644
55,0.832546992,1498.891846,26.37372398,36.18712997,61.5522046,75.04008484,0.137246687
55,-0.64910361,1500.080322,26.37903786,37.48702621,49.73797741,42.41601944,0.132951365
55,13.17531315,1500.186768,26.39029884,39.81836319,209.6292389,401.0323792,0.132485431
55,19.23892702,1498.78772,26.36670303,41.37598038,314.4997881,600.0203247,0.129136987
55,26.03618082,1500.992554,26.50660896,43.05249023,561.3325951,1000.045898,0.112641721
56,12.9,1500,27.99,62.27,270,400.15,0.207
56,6.28,1499,28.08,61.59,202,299.42,0.125
56,2.53,1500,27.79,60.33,145,200.06,0.0885
56,1.02,1501,27.59,58.81,98.1,124.93,0.0742
56,0.00577,1501,27.27,57.18,72.5,74.63,0.0725
56,-0.831,1500,27.18,55.61,52.7,35.21,0.0768
56,7.24,1500,27.1,54.1,246,400.74,0.0866
56,12.4,1500,27.22,53.1,351,600.79,0.0922
56,19,1499,27.64,52.39,622,1000.15,0.0944
57,12.69044463,1499.636597,27.11144638,64.25370026,219.2778601,399.7717896,0.133523389
57,8.166226974,1500.368408,26.88611984,62.26607895,169.9590497,300.2823181,0.117649227
57,4.525902987,1499.587524,26.73362541,60.16349792,120.2349461,200.2677155,0.105673074
57,2.098143287,1500.938354,26.58621979,58.28284073,86.40832901,125.2594147,0.102702256
57,0.468552592,1499.690918,26.67036819,56.91851044,65.51924173,75.38768768,0.10332225
57,-0.420292616,1504.019531,26.57171249,55.78138351,49.02912979,43.26301956,0.107308755
57,11.46026747,1498.743286,26.86303139,55.37837219,212.876182,399.7127991,0.115108501
57,17.74769181,1501.128052,27.03508377,55.65583801,326.6870775,599.6879272,0.123158802
57,23.75038597,1499.275757,27.11334991,55.96973801,649.216009,1037.752686,0.116723263
58,11.74749894,1500.325684,28.24290848,65.55552673,201.819133,399.9509277,0.110174566
58,8.892276778,1501.173828,28.26795006,67.10836029,157.7871359,299.8986816,0.117157061
58,5.488802002,1500.372803,28.23273659,68.46670532,120.263457,200.5657196,0.130671894
58,2.608690161,1500.103394,28.18243408,68.66093445,90.37807036,124.9292526,0.151086194
58,0.462585639,1500.514038,28.08998489,68.75861359,68.96325716,75.69400024,0.17273074
58,-1.009556079,1499.879517,28.19981194,68.37559509,52.02609859,43.0772934,0.193058024
58,15.17284913,1499.661011,28.18505287,68.33960724,256.0259795,400.2574158,0.218464841
58,20.09224464,1500.750366,28.4542923,68.06610107,407.7763629,599.6387329,0.22020513
58,24.62624881,1499.279785,28.35742378,68.14089966,740.4244955,1000.39978,0.199294104
59,13.1,1501,27.37,67.66,202,399.65,0.124
59,9.48,1501,27.31,68.63,158,299.25,0.125
59,5.47,1500,27.23,69.16,121,199.82,0.132
59,2.35,1500,27.03,69.46,89.9,124.39,0.132
59,0.313,1500,27.11,69.59,69.4,74.98,0.136
59,-1.4,1499,27.2,69.83,53.5,35.87,0.139
59,13.9,1499,27.12,69.6,220,401.53,0.146
59,21.3,1500,26.93,69.24,326,600.35,0.148
59,30.6,1501,26.63,67.77,613,1001.03,0.153
60,16.4,1500,27.57,64.65,259,400.6,0.246
60,11.5,1499,27.84,64.1,198,299.35,0.243
60,6.99,1500,27.98,63.51,140,200.75,0.25
60,3.26,1501,27.97,63.25,95.4,124.33,0.251
60,0.907,1501,27.99,63.05,66.1,74.96,0.256
60,-1.22,1501,28.03,62.78,44.6,36.06,0.259
60,16,1500,28.02,62.05,272,401.63,0.27
60,22.5,1500,28.04,61.95,416,600.17,0.269
60,27.7,1500,28.16,61.7,760,1001.35,0.257
61,17.78244852,1501.917603,27.07699966,62.48991776,269.3478784,399.8503723,0.305758021
61,13.19112845,1500.827515,27.30583572,63.30942917,199.3306228,299.8449097,0.290613077
61,7.849796794,1501.491455,27.34727859,64.65089417,135.8298117,200.1341553,0.265485053
61,3.502463119,1500.426025,27.46635056,65.77279663,94.86715899,125.3606796,0.25321939
61,0.623994148,1501.516357,27.56299973,67.58696747,68.66703894,75.34042358,0.246528748
61,-1.176116756,1498.721069,27.59985542,68.50523376,51.55453136,43.15094757,0.252980861
61,17.05183249,1499.412231,27.46650505,67.20684814,264.9639764,400.2939453,0.274197614
61,22.69260792,1499.741455,27.03030586,65.6497345,420.0792769,599.7731934,0.277703348
61,26.99033201,1499.673584,26.66932106,63.5864563,781.2518604,1000.705811,0.27828213
62,14.77966306,1501.310669,28.19223785,69.5535202,261.8417519,400.4536743,0.22236169
62,10.61952085,1500.247192,27.871418,69.04164124,194.4344871,300.1361084,0.20620745
62,6.122809277,1496.713867,27.8651619,68.27238464,137.643267,200.8043365,0.199659201
62,2.797628028,1500.150513,27.94722366,67.83374023,95.6258551,125.0694733,0.201500371
62,0.452877906,1498.876343,27.91539383,67.41815948,69.73150055,75.61405945,0.209969369
62,-0.97329546,1499.05835,27.79730797,67.01847076,50.24786895,42.56119537,0.21898716
62,14.65249294,1500.73938,27.46113586,66.27893066,266.5984168,400.2952576,0.230549978
62,20.58173688,1498.748169,27.18367004,65.19096375,415.0313977,600.27771,0.235962496
62,25.96744921,1500.947388,27.47646141,63.97215271,765.5950409,1000.843689,0.242723561
63,13.08970713,1500.900879,26.49895477,56.5982132,247.0818401,400.2796936,0.17013496
63,8.556163844,1500.849365,26.78526115,56.09488678,176.9054424,300.444397,0.133178049
63,4.464480761,1500.185425,26.87244225,55.39715195,123.6150369,199.9913483,0.11089071
63,2.030161814,1500.051025,26.92285728,54.74420166,87.18139949,125.2265167,0.102642135
63,0.550357134,1501.446533,26.83548737,54.28305817,64.25328757,75.09020233,0.110637581
63,-0.54944268,1500.173096,26.7185688,54.03551102,49.03608842,42.35903168,0.125242035
63,12.6445203,1499.933472,26.68162155,54.23591614,236.6928074,400.5103455,0.151030342
63,18.73224976,1499.578125,26.71918106,55.52740097,395.7837995,599.8717041,0.187695409
63,23.20324362,1498.790894,27.44514656,57.85015106,708.5658611,999.994873,0.161949275
64,24.2,1499,26.81,54.14,256,399.63,0.409
64,18.2,1499,26.73,56,192,299.57,0.406
64,11.1,1499,26.83,57.41,132,201.05,0.388
64,5.66,1500,26.93,58.88,91.9,126.03,0.409
64,1.59,1501,26.88,60.15,65,75.06,0.433
64,-1.55,1501,26.93,61.4,43,35.55,0.439
64,24.2,1501,26.83,62.7,265,401.05,0.438
64,31.9,1499,26.79,64.18,413,600.36,0.415
64,37.4,1500,26.5,64.25,709,1000.21,0.283
65,4.87,1501,26.86,58.9,329,399.77,0.147
65,2.87,1501,26.91,57.55,253,299.04,0.133
65,2.02,1500,26.9,56.52,168,200.66,0.133
65,0.974,1499,27,55.66,109,125.65,0.136
65,0.236,1501,26.81,55.18,69.7,74.65,0.146
65,-0.996,1500,26.69,54.63,45.2,34.65,0.161
65,10,1500,26.55,53.81,284,400.77,0.177
65,14.9,1499,26.68,53.11,422,600.24,0.171
65,18.1,1500,27.3,52.43,741,1000.25,0.143
66,15.1861516,1501.318726,28.28454018,68.94698334,204.1896269,400.366394,0.148653211
66,10.40649155,1498.894897,28.62577438,69.46661377,144.6127582,300.3082275,0.125511213
66,5.776105037,1498.261475,28.8598156,67.17008209,113.9695955,201.730011,0.125154578
66,2.707075687,1502.515869,28.88694382,66.40880585,85.14487511,125.337204,0.132123414
66,0.605845662,1500.475098,28.43993378,65.26766205,65.77991145,75.3092804,0.145362571
66,-0.870286571,1498.806152,27.90032387,64.52287292,51.62780636,42.24766541,0.153224034
66,16.13488492,1500.100464,27.1737957,63.5489502,218.7760683,400.6525269,0.174938385
66,22.8525412,1500.710938,26.75153923,62.17262268,362.1737022,599.5472412,0.194352765
66,28.27008235,1497.685181,26.56236267,60.00399017,680.4785099,1000.477783,0.17887637
67,19.8,1501,26.66,60.86,260,399.62,0.319
67,14.9,1500,26.98,61.71,189,299.17,0.299
67,8.89,1501,26.83,62.58,136,200.63,0.309
67,4.14,1500,26.87,64.19,93.9,125.94,0.289
67,1.13,1500,26.91,66.06,65.1,74.71,0.282
67,-1.04,1501,26.65,66.09,42.4,35.39,0.28
67,18,1500,26.39,65.08,253,400.92,0.259
67,25.2,1501,26.04,64.25,386,600.32,0.248
67,31.4,1500,25.76,62.6,720,999.71,0.238
68,19.36122962,1501.236084,25.90681648,60.30806732,261.6940178,399.5257263,0.314767559
68,14.36191447,1499.64917,25.90935898,60.15341187,192.5349194,299.7670898,0.294919824
68,8.554400578,1499.064331,25.98099518,59.78537369,131.7735454,200.0723572,0.271864236
68,4.208674246,1500.274292,25.96578407,59.46761703,89.55011136,125.3867874,0.254880953
68,1.194564576,1499.602539,26.0016346,59.1885376,64.12693682,75.47270966,0.245098694
68,-0.757216482,1501.433472,26.44618034,60.80936432,48.28274585,43.08985901,0.245352802
68,18.62262695,1500.14624,26.78560448,63.01606369,246.9434192,399.6377563,0.260635238
68,25.35150087,1500.11731,27.01108742,65.48254395,395.9047517,599.9818115,0.268767974
68,29.25801436,1501.182251,27.37373352,68.86632538,765.760018,1000.57196,0.279146947
68,2.967339344,1499.673706,27.36380196,70.10198975,727.8963769,399.4059448,-0.013728823
69,4.92,1501,27.05,59.8,179,399.33,0.0385
69,4.24,1499,26.81,59.27,154,298.91,0.0516
69,3.21,1502,26.64,58.73,118,200.69,0.07
69,1.92,1499,26.61,58.08,84.7,125.87,0.0873
69,0.488,1500,26.54,57.59,64.4,74.72,0.101
69,-0.921,1501,26.6,57.41,49,35.38,0.112
69,11.6,1501,27.1,57.73,230,401.13,0.13
69,16.3,1501,27.39,58.71,355,599.99,0.127
69,20.6,1500,27.68,58.72,613,999.75,0.1
70,16.15520303,1498.61499,27.03458214,60.59309387,260.1104479,398.6375427,0.249349245
70,11.97446371,1500.298218,26.66567993,61.44784164,198.4602451,299.3782043,0.254479655
70,7.303620077,1500.81958,26.43221092,61.66661835,138.6296627,200.2392883,0.25567435
70,3.512812783,1498.492432,26.37870789,61.45970154,95.01572598,124.8059921,0.260886319
70,0.977156509,1500.539185,26.36406898,61.19823456,66.3205213,75.4171524,0.263160578
70,-0.807521839,1498.408936,26.5414505,60.96532822,48.26493064,43.09776688,0.268828707
70,16.49057286,1499.919556,26.539814,61.13214874,267.3638151,400.4620056,0.268826276
70,23.54745374,1499.840942,26.35629082,61.03044128,408.4276764,599.8723145,0.26697727
70,30.77807084,1500.864502,26.04470253,60.36205673,743.6246594,1000.426147,0.263661536
71,14.2,1499,26.98,47.12,287,398.37,0.291
71,10.4,1499,26.94,47.59,216,298.61,0.29
71,6.27,1499,26.92,48.11,150,200.7,0.29
71,2.74,1501,26.94,48.78,102,125.09,0.289
71,0.547,1501,26.95,49.46,68.7,74.69,0.29
71,-1.4,1500,27.01,50.04,45.3,36.35,0.291
71,13.7,1500,26.97,50.5,292,400.74,0.29
71,17.4,1499,26.88,50.88,462,600.42,0.295
71,19.9,1500,27.02,51.2,833,1000.87,0.291
72,15.17076317,1500.297119,26.61911964,46.1077652,255.20355,398.7160034,0.224146352
72,10.65642371,1500.584595,26.76120186,47.25176239,186.0088973,299.2123718,0.193712372
72,6.259111668,1499.50647,26.83136177,48.34932709,129.2512012,200.0853729,0.180714994
72,3.271298981,1501.446411,26.8861866,49.50614166,88.3790792,125.0464859,0.186661467
72,0.836795691,1501.045532,26.93441391,50.22399902,65.23486528,75.28877258,0.202087821
72,-0.8093105,1500.008179,26.97496033,51.3042984,48.5283206,42.55064011,0.219470329
72,15.55665833,1499.678589,26.96679878,53.09024811,260.4217819,400.5143433,0.237102961
72,19.72020435,1498.954834,27.00326729,54.77561951,411.7739762,599.625,0.22333682
72,23.07587888,1500.430786,27.0758152,55.63506699,730.0763642,1000.069397,0.177321681
73,23.3,1500,26.23,52.58,277,399.77,0.492
73,17.6,1499,26.37,53.3,206,298.91,0.49
73,11,1500,26.36,54.1,143,200.54,0.504
73,5.2,1501,26.33,54.85,96.5,124.33,0.502
73,1.47,1500,26.26,55.57,66,74.64,0.511
73,-1.62,1500,26.31,56.39,42.8,35.81,0.504
73,23.2,1500,26.26,57.22,280,400.9,0.493
73,28.5,1500,26.45,58.13,445,600.74,0.471
73,31.9,1501,26.68,58.58,816,1000.79,0.459
74,16.13243699,1499.526367,26.78516006,57.64039612,296.3481209,400.3710327,0.375119483
74,12.4339601,1499.782104,27.07859039,58.7075882,217.4798554,299.93396,0.358812353
74,7.274170775,1500.127075,27.31179047,59.98423767,149.1431435,199.6396332,0.340986427
74,3.171015238,1500.230225,27.43952751,61.26971817,101.3887592,125.088974,0.323342074
74,0.316224311,1500.019653,27.53091812,62.51894379,71.3013612,75.19306183,0.307213346
74,-1.42740496,1498.582031,27.61231041,63.32025528,51.12543481,42.37794113,0.307323183
74,15.92434858,1499.491211,27.64152336,65.13981628,282.2894517,400.0695801,0.305553825
74,21.29419755,1500.42041,27.52543449,66.62142181,439.5187431,599.8890381,0.300245228
74,25.66265793,1500.165894,27.48283005,67.1047287,792.9374824,1000.503418,0.282209046
75,17,1500,26.38,58.33,298,399.43,0.415
75,13.4,1499,26.67,59.45,221,299.18,0.432
75,8.66,1501,27,60.75,152,200.73,0.46
75,4.06,1500,27.26,62.65,102,124.89,0.47
75,0.978,1500,27.48,64.34,68.3,74.6,0.488
75,-1.57,1501,27.27,66.28,43.2,36.42,0.505
75,18.6,1499,27.08,67.43,305,400.92,0.512
75,23.9,1501,27,68.04,476,600.53,0.513
75,28.8,1500,27.23,68.36,840,1000.43,0.485
76,15.29317567,1498.780029,27.08691978,67.40678406,283.3065341,400.1044006,0.290190454
76,11.03495896,1500.220459,26.97511673,67.67825317,214.8722433,299.6891479,0.288118445
76,6.674767285,1499.819336,26.99708748,67.90372467,146.4294835,199.7627106,0.275753301
76,2.996352346,1498.609253,26.78593254,67.70640564,100.2133425,125.1584549,0.270085668
76,0.793260758,1500.445679,26.77239609,67.32520294,67.8515562,75.50663757,0.257533983
76,-0.834228991,1498.754639,26.76139259,67.17099762,47.90114256,42.08058548,0.2520056
76,13.88223229,1500.094849,26.75381851,66.95964813,282.4370351,400.7739868,0.251456827
76,19.30573731,1502.359985,26.75277138,66.80431366,431.1683966,600.0319214,0.244669987
76,24.53121282,1500.112427,26.67478752,66.39984131,775.5529609,999.8186646,0.237078348
77,13.6,1498,27.87,60.01,246,399.67,0.177
77,8.61,1501,28.16,61.02,180,298.88,0.14
77,5.57,1500,28.27,62.11,129,201.03,0.152
77,2.65,1499,28.35,63.22,94.3,124.3,0.187
77,0.525,1501,28.16,64.48,68.3,74.5,0.236
77,-1.42,1502,27.94,65.68,45.3,35.86,0.283
77,17,1500,27.69,66.28,279,401.1,0.316
77,21.2,1501,27.61,66.79,428,600.42,0.269
77,23.1,1501,27.78,66.67,705,1000.26,0.156
78,20.81255769,1498.610596,26.65491867,65.26570892,281.0740465,400.2339478,0.428906998
78,16.0367096,1499.561646,26.65428352,64.85410309,206.6463497,299.9358826,0.417686538
78,9.936968852,1499.203003,26.48013496,65.08290863,139.2437144,199.6726837,0.392803814
78,4.813192965,1501.011841,26.42243767,64.81491089,94.51899118,125.2450714,0.375428269
78,1.226989924,1500.76416,26.37170982,64.55056,66.49262371,75.27505493,0.367585602
78,-1.017720995,1500.788818,26.36645699,64.1831665,47.72900726,42.38916016,0.360450335
78,20.15974423,1500.349243,26.35578346,63.87622452,270.5674685,400.5490417,0.36049776
78,25.8631967,1499.332397,26.44191551,63.40893555,432.6134375,600.0587769,0.364125186
78,29.64516826,1498.418457,26.79756927,63.47022247,803.8049177,1001.042664,0.368522128
79,19.7696758,1498.833862,27.43269157,65.77226257,275.2059308,400.2599182,0.373289806
79,15.15219204,1500.005371,27.68670464,67.66417694,202.5232395,299.7701416,0.364240953
79,9.288092752,1499.521851,27.65471649,68.72844696,139.5330013,200.0258942,0.35856526
79,4.403693606,1499.427612,27.54622459,69.46054077,94.82425966,124.5523987,0.349593337
79,1.195464558,1498.676758,27.44466782,70.26599121,66.26668238,75.37611389,0.333780914
79,-1.022819446,1499.948486,27.417696,71.28168488,48.80057077,42.84255219,0.320377959
79,19.25341692,1500.458008,27.52379799,72.93222809,263.0690623,400.0909729,0.312430361
79,25.96862578,1501.020508,27.60435677,73.81332397,411.3671053,599.18573,0.307793975
79,30.3157494,1499.94458,27.39226532,72.38144684,783.8640617,1000.893616,0.323941294
80,15.6,1499,27.13,68.59,269,399.88,0.254
80,10.3,1500,27.17,68.35,202,299.53,0.221
80,5.98,1499,27.15,67.97,141,200.77,0.204
80,2.81,1499,27.2,67.65,96.5,125.84,0.2
80,0.583,1500,27.24,67.78,67.6,74.72,0.201
80,-1.07,1500,27.15,67.73,44.8,36.01,0.221
80,14.3,1499,27.19,67.28,273,401.57,0.233
80,21.9,1499,27.34,65.51,408,598.33,0.246
80,23.7,1500,27.44,66.09,673,1000.39,0.141
81,16.63135367,1498.980103,26.7152462,72.05870819,266.4920296,400.0727539,0.26592823
81,12.08966641,1498.749756,26.68123245,72.3791275,202.173844,299.7278137,0.264637437
81,7.176148901,1499.760254,26.53185081,72.08358002,139.2875188,201.7100983,0.241317918
81,3.345021687,1498.925903,26.6074028,72.0345459,94.68802518,125.6249237,0.227834607
81,0.812587557,1500.328857,26.74309921,72.31064606,66.80318201,75.36961365,0.216493784
81,-0.767200615,1498.849976,26.78417015,72.89548492,48.60629677,42.12714767,0.206380981
81,14.51077414,1497.923218,26.66405296,73.60322571,251.6083233,400.2223816,0.195180176
81,20.21124587,1499.557739,26.71425247,74.02645874,384.658118,599.5275269,0.186930996
81,26.34063487,1500.383545,26.86996651,74.79040527,699.2161044,1000.583252,0.173219595
82,19,1500,28.32,72.79,238,400.19,0.245
82,12.9,1500,28.38,73.38,185,299.43,0.235
82,7.31,1501,28.33,73.47,135,200.88,0.232
82,3.65,1500,28.31,73.17,90.7,125.06,0.224
82,0.841,1501,28.15,72.59,65.9,74.64,0.229
82,-1.28,1500,28.26,72.96,46.1,35.5,0.221
82,17.5,1499,28.59,74.18,245,401.22,0.233
82,25.7,1500,28.61,74.76,372,600.18,0.234
82,34.8,1501,28.71,73.95,663,1000.9,0.213
83,23.67741628,1499.376465,27.61015701,74.56590271,284.7466417,399.6550598,0.546306706
83,18.10936648,1501.413818,27.69603348,74.73698425,212.0095416,300.0037537,0.544768435
83,10.91602073,1500.109253,27.7280674,74.90239716,146.3187392,199.6969757,0.54495577
83,5.216771036,1498.969849,27.77618027,75.01752472,99.15491943,125.3052902,0.540518732
83,1.417348541,1501.355469,27.77389336,74.95263672,67.75888868,75.54540253,0.543369574
83,-1.38060932,1498.600952,27.80984688,75.18141174,47.95990859,42.36933136,0.545715253
83,21.51995898,1499.761353,27.82551384,75.6325531,294.8127733,400.1394348,0.544570931
83,26.6121815,1500.117676,27.85825348,75.85176849,468.2116591,599.3398438,0.549857522
83,29.32157787,1498.596924,27.9586792,75.79698181,850.7098939,1000.081909,0.556966983
84,14.9,1500,27.44,67.45,296,400.42,0.329
84,10.7,1500,27.52,68.42,222,299.82,0.313
84,6.12,1500,27.64,69.43,155,200.67,0.304
84,2.72,1500,27.65,70.29,105,125.88,0.319
84,0.534,1501,27.76,70.97,69.7,74.62,0.329
84,-1.3,1501,27.71,71.53,42.7,35.46,0.36
84,14.2,1499,27.64,71.33,311,401.43,0.377
84,18.9,1499,27.67,71.61,478,600.44,0.372
84,22.7,1500,27.83,72.08,838,1000.56,0.338
85,13.79367101,1501.251221,27.66740799,76.20797729,284.6736156,400.1803894,0.255518748
85,10.0371293,1499.634766,27.62794495,76.41919708,217.3469349,299.7096252,0.263045012
85,6.129551552,1499.209351,28.31103706,71.32234192,153.4466843,200.5397949,0.293552726
85,2.801149694,1498.677246,29.25423241,67.63362122,102.2392494,125.4073105,0.280954787
85,0.336543011,1500.885986,29.72974205,65.71945953,71.03976628,75.3404007,0.268104452
85,-0.976404085,1499.488892,30.06373405,64.65065002,49.20174249,42.74571991,0.262649367
85,12.89848737,1498.885254,30.4677906,63.78717804,290.3490649,400.4820862,0.259205892
85,17.15961098,1501.420166,30.68006897,63.16144943,447.729736,599.184082,0.252005605
85,20.32840616,1499.542969,30.46390343,63.50173187,805.4666379,999.7542725,0.237404163
86,24.6,1501,27.97,74.88,270,399.83,0.477
86,18.4,1500,27.86,74.9,209,299.45,0.527
86,11.6,1499,27.78,74.91,145,200.45,0.559
86,6.02,1501,27.75,74.39,97.7,126.15,0.586
86,2.06,1500,27.79,74.41,64.9,75.29,0.568
86,-1.22,1499,27.85,74.5,40.4,35.6,0.579
86,24.3,1500,27.85,74.17,293,401.96,0.62
86,32.2,1500,27.79,73.45,458,600.9,0.645
86,37,1500,27.83,73.34,826,1000.52,0.611
87,13.46261737,1499.703735,30.29948616,62.50215149,321.9330373,400.3363037,0.458103466
87,8.606330227,1501.248535,30.4860363,62.0570755,247.0480224,299.9675903,0.435467282
87,3.805379088,1500.742188,30.61988831,61.70256805,173.5683154,199.9308472,0.401118904
87,0.013122649,1500.19873,30.64972687,61.3680191,121.4163405,124.705986,0.37767822
87,-2.105339389,1500.872681,30.6149044,61.28330994,85.73673518,75.03632355,0.363172998
87,-3.56360642,1500.415283,30.66472626,60.92325974,63.62963915,43.1734581,0.358737805
87,12.66164006,1501.522217,30.47623444,60.85082626,314.4506858,400.2220459,0.367387591
87,18.25525964,1499.408447,30.55861282,60.75010681,476.0511547,600.1121216,0.368836363
87,22.40101845,1499.728882,30.68758392,60.00692368,873.1329842,1032.065063,0.37536441
