C_Year,Obs,C_Month,C_Day,C_Hour,C_minute,dw_psp [Wm-2],temp             [Co],rh [%],Precip [mm],windspd [ms-1]
2010,5107,8,1,18,0,61.17,26.5067,63.105,0,0.9017
2010,5108,8,1,19,0,0,25.19,68.925,0,1.4667
2010,5109,8,1,20,0,0,23.3283,78.145,0,2.785
2010,5110,8,1,21,0,0,22.3083,82.543,0,1.6333
2010,5111,8,1,22,0,0,21.7767,84.723,0,1.7183
2010,5112,8,1,23,0,0,21.135,87.09,0,1.5617
2010,5113,8,2,0,0,0,20.3683,90.567,0,1.0033
2010,5114,8,2,1,0,0,19.94,92.308,0,1.265
2010,5115,8,2,2,0,0,19.6783,92.85,0,1.5133
2010,5116,8,2,3,0,0,19.13,94.077,0,1.6133
2010,5117,8,2,4,0,0,18.5133,95.463,0,0.6183
2010,5118,8,2,5,0,45.19,18.5783,96.188,0,0.5733
2010,5119,8,2,6,0,200.38,21.0883,87.893,0,0.2933
2010,5120,8,2,7,0,395.47,22.9583,81.818,0,1.34
2010,5121,8,2,8,0,534.29,24.7117,74.96,0,1.3317
2010,5122,8,2,9,0,687.96,26.1633,66.488,0,1.2967
2010,5123,8,2,10,0,792.64,26.9267,62.035,0,1.4183
2010,5124,8,2,11,0,834.8,27.5,60.917,0,1.6083
2010,5125,8,2,12,0,616.11,27.5467,60.557,0,1.2833
2010,5126,8,2,13,0,629.5,28.12,60.465,0,1.16
2010,5127,8,2,14,0,723.74,28.1767,60.56,0,2.31
2010,5128,8,2,15,0,361.84,27.5333,65.152,0,3.5317
2010,5129,8,2,16,0,235.54,27.1283,68.687,0,3.1933
2010,5130,8,2,17,0,188.87,26.9383,72.325,0,1.93
2010,5131,8,2,18,0,71.2,26.2633,76.612,0,1.7533
2010,5132,8,2,19,0,0,24.8283,82.85,0,2.5533
2010,5133,8,2,20,0,0,23.44,88.33,0,2.355
2010,5134,8,2,21,0,0,23.26,88.553,0,2.3367
2010,5135,8,2,22,0,0,22.1667,91.6,0,2.565
2010,5136,8,2,23,0,0,22.0317,91.632,0,2.28
2010,5137,8,3,0,0,0,21.7333,92.395,0,2.3733
2010,5138,8,3,1,0,0,21.435,93.473,0,2.005
2010,5139,8,3,2,0,0,21.86,91.733,0,2.61
2010,5140,8,3,3,0,0,21.9117,91.608,0,2.9117
2010,5141,8,3,4,0,0,22.305,89.842,0,3.1767
2010,5142,8,3,5,0,7.45,22.69,89.032,0,2.3133
2010,5143,8,3,6,0,83.03,23.265,89.06,0,1.8283
2010,5144,8,3,7,0,226.79,24.5067,87.295,0,1.6233
2010,5145,8,3,8,0,456.97,25.7733,83.938,0,2.5733
2010,5146,8,3,9,0,743.22,27.5367,78.388,0,4.365
2010,5147,8,3,10,0,858.62,28.71,75.112,0,4.6267
2010,5148,8,3,11,0,906.56,29.9167,71.615,0,5.2683
2010,5149,8,3,12,0,932.66,30.8317,70.995,0,5.2967
2010,5150,8,3,13,0,852.54,31.7467,69.39,0,5.4933
2010,5151,8,3,14,0,739.33,32.6817,67.675,0,4.9217
2010,5152,8,3,15,0,582.99,33.305,64.897,0,4.4117
2010,5153,8,3,16,0,390.41,33.3117,67.312,0,4.0483
2010,5154,8,3,17,0,194.95,32.59,71.098,0,3.4633
2010,5155,8,3,18,0,44.85,31.145,80.032,0,2.1917
2010,5156,8,3,19,0,0,29.3983,86.418,0,2.67
2010,5157,8,3,20,0,0,28.0933,88.863,0,2.7167
2010,5158,8,3,21,0,0,27.5817,90.612,0,2.9583
2010,5159,8,3,22,0,0,27.5417,92.033,0,3.6467
2010,5160,8,3,23,0,0,26.945,93.15,0,2.5283
2010,5161,8,4,0,0,0,26.3883,93.688,0,1.7167
2010,5162,8,4,1,0,0,26.0683,93.995,0,1.1983
2010,5163,8,4,2,0,0,25.1167,94.338,0,2.0667
2010,5164,8,4,3,0,0,24.6233,94.782,0,1.795
2010,5165,8,4,4,0,0,24.155,94.877,0,2.2033
2010,5166,8,4,5,0,45.37,24.215,93.803,0,1.8967
2010,5167,8,4,6,0,201.81,25.915,89.153,0,2.8483
2010,5168,8,4,7,0,367.63,27.475,84.203,0,3.5
2010,5169,8,4,8,0,588.34,28.78,77.157,0,3.22
2010,5170,8,4,9,0,677.42,29.9017,74.203,0,2.8267
2010,5171,8,4,10,0,884.82,30.8567,73.885,0,4.53
2010,5172,8,4,11,0,866.7,32.0333,69.88,0,4.09
2010,5173,8,4,12,0,864.54,33.0483,63.218,0,3.965
2010,5174,8,4,13,0,857.34,33.5717,58.397,0,5.2383
2010,5175,8,4,14,0,754.26,33.6733,55.438,0,5.6
2010,5176,8,4,15,0,467.71,33.3967,58.102,0,5.305
2010,5177,8,4,16,0,32.24,30.07,72.547,3.302,5.9367
2010,5178,8,4,17,0,29.36,24.4233,81.345,0.127,4.565
2010,5179,8,4,18,0,60.53,25.5933,84.657,0,2.9917
2010,5180,8,4,19,0,1.15,25.57,88.197,0,1.8933
2010,5181,8,4,20,0,0,25.035,90.782,0,1.16
2010,5182,8,4,21,0,0,25.0817,90.472,0,0.8117
2010,5183,8,4,22,0,0,24.3317,94.143,0,1.0217
2010,5184,8,4,23,0,0,24.3733,93.717,0,1.685
2010,5185,8,5,0,0,0,23.935,94.18,0,2.3533
2010,5186,8,5,1,0,0,23.1883,94.257,0,2.4333
2010,5187,8,5,2,0,0,22.7383,95.528,0,2.4033
2010,5188,8,5,3,0,0,22.7867,96.838,0.254,2.82
2010,5189,8,5,4,0,0,22.9617,97.372,0,3.2867
2010,5190,8,5,5,0,27.11,22.3483,97.007,0,3.2383
2010,5191,8,5,6,0,165.96,22.385,95.157,0,2.5817
2010,5192,8,5,7,0,373.76,23.795,88.277,0,1.46
2010,5193,8,5,8,0,568.67,24.99,82.548,0,2.5317
2010,5194,8,5,9,0,730.73,26.4083,75.315,0,2.7817
2010,5195,8,5,10,0,853,27.7017,67.767,0,3.4533
2010,5196,8,5,11,0,898.5,28.44,63.62,0,3.7667
2010,5197,8,5,12,0,863.61,28.9217,58.85,0,4.3133
2010,5198,8,5,13,0,757.05,29.1417,54.007,0,5.3367
2010,5199,8,5,14,0,696.63,29.275,55.723,0,5.4433
2010,5200,8,5,15,0,579.87,29.3833,54.928,0,5.945
2010,5201,8,5,16,0,393.42,29.115,55.828,0,5.3233
2010,5202,8,5,17,0,176.34,27.645,58.887,0,4.7183
2010,5203,8,5,18,0,39.74,25.165,60.383,0,4.04
2010,5204,8,5,19,0,0,22.72,70.763,0,2.955
2010,5205,8,5,20,0,0,21.6667,74.802,0,3.215
2010,5206,8,5,21,0,0,20.9183,77.938,0,2.72
2010,5207,8,5,22,0,0,19.665,83.758,0,2.2617
2010,5208,8,5,23,0,0,19.4167,82.032,0,2.9483
2010,5209,8,6,0,0,0,18.54,84.545,0,3.2417
2010,5210,8,6,1,0,0,18.1267,85.637,0,2.98
2010,5211,8,6,2,0,0,17.05,89.93,0,2.3483
2010,5212,8,6,3,0,0,16.1433,92.415,0,1.7467
2010,5213,8,6,4,0,0,15.8217,93.255,0,1.1117
2010,5214,8,6,5,0,39.2,15.6933,92.658,0,0.9417
2010,5215,8,6,6,0,186.33,17.1667,90.005,0,1.3067
2010,5216,8,6,7,0,387.39,19.64,82.98,0,1.875
2010,5217,8,6,8,0,585.51,22.26,71.878,0,1.6383
2010,5218,8,6,9,0,754.92,23.97,59.52,0,1.8083
2010,5219,8,6,10,0,873.91,25.1317,51.557,0,1.4267
2010,5220,8,6,11,0,905.29,25.365,50.99,0,2.35
2010,5221,8,6,12,0,917.94,25.6133,50.758,0,2.945
2010,5222,8,6,13,0,838.66,26.07,49.063,0,2.535
2010,5223,8,6,14,0,695.5,26.2783,49.228,0,2.6817
2010,5224,8,6,15,0,544.8,26.2017,50.885,0,2.99
2010,5225,8,6,16,0,369.39,26.0033,53.1,0,3.1933
2010,5226,8,6,17,0,181.92,25.2333,59.297,0,2.5983
2010,5227,8,6,18,0,38.08,23.9217,68.563,0,2.0783
2010,5228,8,6,19,0,0,22.73,72.267,0,2.2483
2010,5229,8,6,20,0,0,21.3483,77.922,0,1.8383
2010,5230,8,6,21,0,0,20.385,81.587,0,1.4667
2010,5231,8,6,22,0,0,19.3467,86.678,0,1.105
2010,5232,8,6,23,0,0,18.28,91.327,0,0.6633
2010,5233,8,7,0,0,0,18.11,91.878,0,1.0633
2010,5234,8,7,1,0,0,17.4917,94.1,0,0.3467
2010,5235,8,7,2,0,0,17.2183,95.438,0,0.7967
2010,5236,8,7,3,0,0,17.2867,95.948,0,0.7983
2010,5237,8,7,4,0,0,17.1567,95.757,0,0.9317
2010,5238,8,7,5,0,38.08,16.4117,96.117,0,1.235
2010,5239,8,7,6,0,186.24,18.6033,86.463,0,1.2967
2010,5240,8,7,7,0,376.96,21.6533,76.897,0,1.7117
2010,5241,8,7,8,0,550.33,23.6683,67.253,0,2.43
2010,5242,8,7,9,0,682.75,24.845,59.632,0,2.7833
2010,5243,8,7,10,0,848.54,25.5233,55.835,0,3.4533
2010,5244,8,7,11,0,918.05,26.265,52.432,0,3.2533
2010,5245,8,7,12,0,923.26,26.9283,49.987,0,3.13
2010,5246,8,7,13,0,862.32,27.5233,47.468,0,2.63
2010,5247,8,7,14,0,744.47,27.885,47.062,0,2.48
2010,5248,8,7,15,0,576.5,27.925,50.462,0,2.9033
2010,5249,8,7,16,0,382.75,27.71,52.207,0,2.865
2010,5250,8,7,17,0,188.65,27.0883,58.027,0,2.3
2010,5251,8,7,18,0,37.92,25.535,68.718,0,2.1733
2010,5252,8,7,19,0,0,24.215,71.807,0,2.4333
2010,5253,8,7,20,0,0,22.3233,79.153,0,2.62
2010,5254,8,7,21,0,0,21.18,82.487,0,2.4733
2010,5255,8,7,22,0,0,20.2267,85.47,0,2.5267
2010,5256,8,7,23,0,0,19.765,87.08,0,2.6167
2010,5257,8,8,0,0,0,19.395,87.323,0,2.9167
2010,5258,8,8,1,0,0,18.8167,88.7,0,1.9283
2010,5259,8,8,2,0,0,18.19,91.26,0,1.9717
2010,5260,8,8,3,0,0,17.9217,90.413,0,2.6267
2010,5261,8,8,4,0,0,17.9083,89.043,0,2.7267
2010,5262,8,8,5,0,38.02,17.62,90.637,0,2.1617
2010,5263,8,8,6,0,188.11,19.2867,86.357,0,2.1733
2010,5264,8,8,7,0,384.23,22.3183,75.73,0,3.5817
2010,5265,8,8,8,0,572.24,25.0583,66.995,0,4.0267
2010,5266,8,8,9,0,737.56,26.8417,60.428,0,4.485
2010,5267,8,8,10,0,856.05,28.3183,56.912,0,4.3233
2010,5268,8,8,11,0,922.47,29.4433,53.107,0,3.6467
2010,5269,8,8,12,0,927.35,30.1583,49.375,0,4.095
2010,5270,8,8,13,0,862.01,30.71,47.923,0,4.2133
2010,5271,8,8,14,0,743.77,30.9167,47.962,0,4.6783
2010,5272,8,8,15,0,576.58,30.8983,49.228,0,4.6933
2010,5273,8,8,16,0,385.07,30.4683,52.812,0,4.3683
2010,5274,8,8,17,0,187.67,29.67,58.43,0,2.8767
2010,5275,8,8,18,0,38.45,27.8867,68.2,0,2.4617
2010,5276,8,8,19,0,0,25.9233,76.528,0,3.1217
2010,5277,8,8,20,0,0,24.525,81.992,0,3.0133
2010,5278,8,8,21,0,0,23.5417,84.825,0,2.4883
2010,5279,8,8,22,0,0,22.75,87.922,0,2.54
2010,5280,8,8,23,0,0,22.255,89.013,0,2.3983
2010,5281,8,9,0,0,0,21.735,89.737,0,1.6267
2010,5282,8,9,1,0,0,21.35,90.507,0,1.8333
2010,5283,8,9,2,0,0,21.4633,90.157,0,2.2
2010,5284,8,9,3,0,0,21.3817,90.048,0,2.2383
2010,5285,8,9,4,0,0,20.9883,91.223,0,1.745
2010,5286,8,9,5,0,22.19,21.1067,90.045,0,1.4233
2010,5287,8,9,6,0,159.7,22.505,86.397,0,2.3217
2010,5288,8,9,7,0,324.58,25.0583,76.842,0,2.79
2010,5289,8,9,8,0,274.31,26.9117,73.215,0,2.5617
2010,5290,8,9,9,0,530.24,28.165,71.058,0,2.4383
2010,5291,8,9,10,0,695.79,29.5133,69.43,0,3.2917
2010,5292,8,9,11,0,904.7,30.7833,68.113,0,3.53
2010,5293,8,9,12,0,891.07,31.7233,65.482,0,3.6483
2010,5294,8,9,13,0,620.35,32.1983,63.653,0,2.5533
2010,5295,8,9,14,0,439.45,32.36,63.737,0,2.37
2010,5296,8,9,15,0,420.15,32.7733,61.422,0,2.3883
2010,5297,8,9,16,0,240.97,32.6467,62.577,0,1.45
2010,5298,8,9,17,0,132.84,32.3567,64.898,0,1.2467
2010,5299,8,9,18,0,37.22,30.625,76.18,0,2.29
2010,5300,8,9,19,0,0,28.44,80.935,0,2.4267
2010,5301,8,9,20,0,0,27.47,74.985,0,2.3617
2010,5302,8,9,21,0,0,26.81,79.405,0,2.29
2010,5303,8,9,22,0,0,26.48,86.67,0,2.085
2010,5304,8,9,23,0,0,26.18,88.32,0.127,1.5233
2010,5305,8,10,0,0,0,26.1267,87.575,0,2.5767
2010,5306,8,10,1,0,0,26.1217,87.332,0,2.6817
2010,5307,8,10,2,0,0,25.0267,90.102,0,2.27
2010,5308,8,10,3,0,0,24.0933,92.505,0,2.49
2010,5309,8,10,4,0,0,24.13,91.242,0,1.7583
2010,5310,8,10,5,0,9.96,24.4217,92.365,0,2.785
2010,5311,8,10,6,0,85.42,25.2933,87.662,0,1.9633
2010,5312,8,10,7,0,128.16,26.0433,81.398,0,1.935
2010,5313,8,10,8,0,211.77,25.59,84.918,0,3.405
2010,5314,8,10,9,0,685.76,27.265,77.622,0,3.9983
2010,5315,8,10,10,0,819.44,28.7367,73.698,0,3.3817
2010,5316,8,10,11,0,858.39,30.4467,66.438,0,2.9217
2010,5317,8,10,12,0,888.9,31.525,63.69,0,3.5217
2010,5318,8,10,13,0,833.59,32.27,63.158,0,3.5367
2010,5319,8,10,14,0,715.78,33.015,61.09,0,2.5883
2010,5320,8,10,15,0,535.21,33.4533,58.208,0,2.2017
2010,5321,8,10,16,0,169.44,33.2367,55.992,0,1.0533
2010,5322,8,10,17,0,48.72,30.0817,64.768,0,4.8433
2010,5323,8,10,18,0,4.9,25.1917,82.662,15.748,6.8967
2010,5324,8,10,19,0,0,25.15,84.308,0.254,1.725
2010,5325,8,10,20,0,0,24.825,87.722,0,2.2233
2010,5326,8,10,21,0,0,24.9383,87.725,0,1.7633
2010,5327,8,10,22,0,0,24.8417,84.982,0,3.3217
2010,5328,8,10,23,0,0,23.9533,86.687,0,2.5667
2010,5329,8,11,0,0,0,23.3333,91.03,0,2.51
2010,5330,8,11,1,0,0,23.3083,91.452,0,1.9433
2010,5331,8,11,2,0,0,23.0217,93.228,0,1.2733
2010,5332,8,11,3,0,0,23.2217,92.068,0,0.4167
2010,5333,8,11,4,0,0,23.4317,91.172,0,2.26
2010,5334,8,11,5,0,11.26,23.5983,88.288,1.27,2.875
2010,5335,8,11,6,0,143.06,23.9317,84.29,0,3.9933
2010,5336,8,11,7,0,363.02,25.2217,75.975,0.254,3.165
2010,5337,8,11,8,0,589.48,27.005,68.058,0,2.5
2010,5338,8,11,9,0,639.14,28.4317,65.1,0,3.3667
2010,5339,8,11,10,0,756.01,29.5683,62.913,0,3.5183
2010,5340,8,11,11,0,905.09,30.51,61.717,0,3.2383
2010,5341,8,11,12,0,903.74,31.25,61.405,0,2.8717
2010,5342,8,11,13,0,856.05,31.835,60.017,0,2.8483
2010,5343,8,11,14,0,660.89,32.045,58.818,0,3.2783
2010,5344,8,11,15,0,508.19,32.1583,56.918,0,3.2067
2010,5345,8,11,16,0,376.33,32.02,58.765,0,2.3667
2010,5346,8,11,17,0,183.55,31.5367,60.995,0,1.9667
2010,5347,8,11,18,0,34.5,30.665,64.527,0,1.7617
2010,5348,8,11,19,0,0,29.8583,63.763,0,2.0817
2010,5349,8,11,20,0,0,28.2717,71.977,0,1.615
2010,5350,8,11,21,0,0,27.3733,75.772,0,1.3383
2010,5351,8,11,22,0,0,26.46,79.96,0,0.7517
2010,5352,8,11,23,0,0,25.505,85.57,0,1.6183
2010,5353,8,12,0,0,0,24.9117,88.713,0,1.6333
2010,5354,8,12,1,0,0,24.7033,87.205,0,2.12
2010,5355,8,12,2,0,0,24.2833,88.38,0,1.295
2010,5356,8,12,3,0,0,23.955,89.643,0,0.9783
2010,5357,8,12,4,0,0,23.605,90.927,0,1.0167
2010,5358,8,12,5,0,34.67,24.0217,89.677,0,0.9533
2010,5359,8,12,6,0,132.61,25.1317,86.893,0,1.0417
2010,5360,8,12,7,0,371.75,27.5133,80.088,0,1.2883
2010,5361,8,12,8,0,581.54,29.1567,70.752,0,2.16
2010,5362,8,12,9,0,415.92,29.25,70.563,0,2.69
2010,5363,8,12,10,0,767.76,30.0383,67.718,0,1.95
2010,5364,8,12,11,0,780.84,31.075,61.218,0,1.405
2010,5365,8,12,12,0,911.34,32.2833,56.085,0,0.9533
2010,5366,8,12,13,0,759.39,32.5233,54.602,0,1.1417
2010,5367,8,12,14,0,683.78,32.9367,54.632,0,1.1667
2010,5368,8,12,15,0,460.95,32.41,55.363,0,1.98
2010,5369,8,12,16,0,337.59,31.8433,56,0,2.55
2010,5370,8,12,17,0,185.9,30.9333,61.315,0,2.78
2010,5371,8,12,18,0,32.11,28.9783,69.678,0,2.6783
2010,5372,8,12,19,0,0,27.99,72.62,0,2.9167
2010,5373,8,12,20,0,0,26.5933,78.068,0,2.9833
2010,5374,8,12,21,0,0,26.0083,79.818,0,2.73
2010,5375,8,12,22,0,0,25.2567,83.023,0,2.7133
2010,5376,8,12,23,0,0,24.4783,85.47,0,2.75
2010,5377,8,13,0,0,0,24.09,86.937,0,2.5967
2010,5378,8,13,1,0,0,23.515,89.017,0,2.7117
2010,5379,8,13,2,0,0,23.1233,90.327,0,2.5083
2010,5380,8,13,3,0,0,22.7333,91.703,0,2.72
2010,5381,8,13,4,0,0,22.165,92.995,0,2.6433
2010,5382,8,13,5,0,32.13,22.5967,90.932,0,2.7133
2010,5383,8,13,6,0,181.92,24.4733,86.525,0,2.6517
2010,5384,8,13,7,0,351.61,26.5,82.532,0,3.7717
2010,5385,8,13,8,0,552.88,27.9083,79.218,0,3.4867
2010,5386,8,13,9,0,717.29,29.465,74.297,0,3.3067
2010,5387,8,13,10,0,718.75,30.4167,71.968,0,3.37
2010,5388,8,13,11,0,826.45,31.3067,66.752,0,3.5083
2010,5389,8,13,12,0,866.32,32.105,60.59,0,2.8483
2010,5390,8,13,13,0,858.64,32.6767,54.663,0,3.5683
2010,5391,8,13,14,0,742.13,33.2417,49.42,0,3.0517
2010,5392,8,13,15,0,571.99,33.34,50.315,0,3.48
2010,5393,8,13,16,0,366.9,32.9967,53.852,0,3.1217
2010,5394,8,13,17,0,154.23,31.8933,61.08,0,2.7083
2010,5395,8,13,18,0,7.26,29.83,70.308,0,2.6067
2010,5396,8,13,19,0,0,25.2967,76.04,0,7.005
2010,5397,8,13,20,0,0,22.32,88.208,0.254,3.4267
2010,5398,8,13,21,0,0,22.0767,91.245,0.508,1.2733
2010,5399,8,13,22,0,0,22.1783,93.12,0.254,3.4417
2010,5400,8,13,23,0,0,22.6017,91.427,0,4.6433
2010,5401,8,14,0,0,0,23.585,84.648,1.016,3.3267
2010,5402,8,14,1,0,0,23.5017,84.125,0.254,6.055
2010,5403,8,14,2,0,0,21.9133,93.425,0.254,5.0067
2010,5404,8,14,3,0,0,21.5017,95.183,3.81,2.4817
2010,5405,8,14,4,0,0,21.4983,96.157,1.27,2.8833
2010,5406,8,14,5,0,2.51,21.7283,96.092,0,2.1317
2010,5407,8,14,6,0,29.91,21.9717,95.885,0,2.4883
2010,5408,8,14,7,0,214.91,23.0467,92.49,0,2.6233
2010,5409,8,14,8,0,300.11,24.9033,84.158,0,3.185
2010,5410,8,14,9,0,550.19,26.3483,78.525,0,3.5817
2010,5411,8,14,10,0,560.44,27.505,74.035,0,3.1283
2010,5412,8,14,11,0,732.43,28.435,71.377,0,2.5317
2010,5413,8,14,12,0,937.57,29.7783,64.448,0,2.005
2010,5414,8,14,13,0,888.46,30.8333,59.837,0,1.4917
2010,5415,8,14,14,0,776.31,31.195,57.093,0,1.5483
2010,5416,8,14,15,0,561.1,31.4433,57.177,0,1.365
2010,5417,8,14,16,0,374.54,31.3417,57.128,0,1.1283
2010,5418,8,14,17,0,174.37,31.0617,57.775,0,0.9267
2010,5419,8,14,18,0,31.93,30,66.038,0,1.1117
2010,5420,8,14,19,0,0,28.8467,70.633,0,1.3667
2010,5421,8,14,20,0,0,27.5133,79.128,0,0.65
2010,5422,8,14,21,0,0,26.5967,85.05,0,0.8667
2010,5423,8,14,22,0,0,26.0333,86.32,0,1.815
2010,5424,8,14,23,0,0,25.7767,84.493,0,1.745
2010,5425,8,15,0,0,0,25.22,86.4,0,2.195
2010,5426,8,15,1,0,0,24.365,89.818,0,1.4483
2010,5427,8,15,2,0,0,24.5383,89.338,0,0.8283
2010,5428,8,15,3,0,0,24.1283,91.485,0,2.1617
2010,5429,8,15,4,0,0,24.015,92.278,0,1.94
2010,5430,8,15,5,0,22.94,24.2,91.212,0,2.02
2010,5431,8,15,6,0,107.97,25.08,90.423,0,1.7
2010,5432,8,15,7,0,343.14,26.6667,84.29,0,3.805
2010,5433,8,15,8,0,542.97,27.9,76.042,0,4.8783
2010,5434,8,15,9,0,736.38,28.4183,72.945,0,5.275
2010,5435,8,15,10,0,778.61,28.545,70.2,0,5.3133
2010,5436,8,15,11,0,799.49,28.8133,66.588,0,4.97
2010,5437,8,15,12,0,883.13,29.355,60.652,0,4.2267
2010,5438,8,15,13,0,857.72,29.4733,58.402,0,5.3283
2010,5439,8,15,14,0,746.1,29.115,59.843,0,5.4483
2010,5440,8,15,15,0,564.4,28.4817,56.585,0,5.9367
2010,5441,8,15,16,0,386.48,27.8667,49.648,0,4.89
2010,5442,8,15,17,0,183.05,26.6567,57.158,0,4.07
2010,5443,8,15,18,0,25.03,24.63,65.515,0,3.1267
2010,5444,8,15,19,0,0,22.8017,73.012,0,2.7517
2010,5445,8,15,20,0,0,21.0983,80.34,0,2.4983
2010,5446,8,15,21,0,0,20.555,83.715,0,2.4033
2010,5447,8,15,22,0,0,20.2167,83.555,0,3.1117
2010,5448,8,15,23,0,0,19.1917,83.255,0,3.0767
2010,5449,8,16,0,0,0,18.07,86.442,0,2.605
2010,5450,8,16,1,0,0,17.5667,86.638,0,2.6267
2010,5451,8,16,2,0,0,17.045,85.908,0,2.8083
2010,5452,8,16,3,0,0,17.5317,79.467,0,2.67
2010,5453,8,16,4,0,0,16.6467,82.928,0,3.1733
2010,5454,8,16,5,0,30.37,18.4817,76.235,0,4.485
2010,5455,8,16,6,0,186.01,19.3067,78.993,0,3.16
2010,5456,8,16,7,0,394.18,21.6117,72.192,0,4.365
2010,5457,8,16,8,0,595.04,23.075,65.958,0,4.7533
2010,5458,8,16,9,0,766.54,24.6017,49.025,0,4.7233
2010,5459,8,16,10,0,889.88,25.3067,42.092,0,4.2883
2010,5460,8,16,11,0,949.18,25.5883,44.903,0,3.3383
2010,5461,8,16,12,0,953.25,26.34,44.222,0,2.2633
2010,5462,8,16,13,0,888.28,26.55,43.438,0,3.2767
2010,5463,8,16,14,0,767.36,26.7017,43.092,0,3.55
2010,5464,8,16,15,0,574.4,26.57,43.845,0,4.215
2010,5465,8,16,16,0,392.73,26.4417,41.827,0,4.015
2010,5466,8,16,17,0,171.9,25.665,45.938,0,3.6083
2010,5467,8,16,18,0,32.09,23.9133,56.268,0,2.505
2010,5468,8,16,19,0,0,22.6733,61.465,0,2.565
2010,5469,8,16,20,0,0,20.9633,68.937,0,1.6567
2010,5470,8,16,21,0,0,20.0883,72.637,0,0.6983
2010,5471,8,16,22,0,0,20.3267,71.038,0,1.2933
2010,5472,8,16,23,0,0,19.0983,77.543,0,1.69
2010,5473,8,17,0,0,0,18.2667,81.795,0,1.0317
2010,5474,8,17,1,0,0,18.43,81.553,0,0.6917
2010,5475,8,17,2,0,0,18.17,83.532,0,0.7767
2010,5476,8,17,3,0,0,17.805,85.788,0,1.955
2010,5477,8,17,4,0,0,17.1333,89.265,0,1.21
2010,5478,8,17,5,0,17,17.36,87.767,0,1.3583
2010,5479,8,17,6,0,102.64,18.24,85.448,0,1.3717
2010,5480,8,17,7,0,234.55,20.2433,79.575,0,1.7533
2010,5481,8,17,8,0,286.46,22.2733,70.922,0,1.5433
2010,5482,8,17,9,0,335.87,23.7167,62.82,0,2.1283
2010,5483,8,17,10,0,316.13,24.8133,56.838,0,2.34
2010,5484,8,17,11,0,415.49,25.485,51.223,0,2.4267
2010,5485,8,17,12,0,516.74,26.1883,48.637,0,2.2283
2010,5486,8,17,13,0,349.32,26.3183,47.197,0,1.88
2010,5487,8,17,14,0,256.49,25.57,55.205,0,2.7333
2010,5488,8,17,15,0,127.01,24.9533,61.477,0,2.58
2010,5489,8,17,16,0,99.48,24.13,70.053,0.127,2.7617
2010,5490,8,17,17,0,36.92,22.8467,79,0,3.6017
2010,5491,8,17,18,0,2.78,21.9367,84.058,0,2.5383
2010,5492,8,17,19,0,0,21.3383,86.943,0,2.9433
2010,5493,8,17,20,0,0,20.8133,88.218,0,3.2117
2010,5494,8,17,21,0,0,20.3583,83.118,0.127,3.5267
2010,5495,8,17,22,0,0,19.7217,84.812,0.127,3.2833
2010,5496,8,17,23,0,0,19.32,87.728,0.127,3.0383
2010,5497,8,18,0,0,0,19.3167,86.648,0.127,2.9667
2010,5498,8,18,1,0,0,19.49,84.41,0,2.6133
2010,5499,8,18,2,0,0,19.165,88.758,0,3.3967
2010,5500,8,18,3,0,0,19.105,88.178,0,3.48
2010,5501,8,18,4,0,0,18.6317,85.16,0,4.1483
2010,5502,8,18,5,0,20.18,19.08,80.618,0,3.9383
2010,5503,8,18,6,0,112.18,20.2783,75.337,0,3.965
2010,5504,8,18,7,0,311.77,21.5,71.6,0,4.7283
2010,5505,8,18,8,0,270.8,22.4717,70.942,0,4.7633
2010,5506,8,18,9,0,521.39,23.7267,67.895,0,4.0517
2010,5507,8,18,10,0,638.5,25.2083,61.477,0,4.435
2010,5508,8,18,11,0,727.01,26.0917,56.845,0,4.3567
2010,5509,8,18,12,0,804.98,26.9633,53.848,0,4.145
2010,5510,8,18,13,0,831.79,27.805,51.538,0,4.12
2010,5511,8,18,14,0,731.96,28.4983,48.853,0,3.735
2010,5512,8,18,15,0,562.76,28.745,48.088,0,3.4383
2010,5513,8,18,16,0,361.73,28.8167,47.812,0,2.9817
2010,5514,8,18,17,0,154.6,28.1833,52.163,0,2.5633
2010,5515,8,18,18,0,23.31,26.3333,61.055,0,2.2633
2010,5516,8,18,19,0,0,25.2983,64.348,0,3.03
2010,5517,8,18,20,0,0,23.4767,73.153,0,2.4983
2010,5518,8,18,21,0,0,23.1917,72.7,0,2.48
2010,5519,8,18,22,0,0,22.5933,73.725,0,2.6533
2010,5520,8,18,23,0,0,21.8633,77.01,0,2.535
2010,5521,8,19,0,0,0,20.86,82.17,0,2.6867
2010,5522,8,19,1,0,0,20.03,86.345,0,1.9567
2010,5523,8,19,2,0,0,19.5083,87.627,0,1.8
2010,5524,8,19,3,0,0,19.07,86.718,0,2.6567
2010,5525,8,19,4,0,0,18.3917,87.765,0,1.9483
2010,5526,8,19,5,0,23.83,18.365,86.682,0,1.71
2010,5527,8,19,6,0,158.22,19.7267,83.885,0,1.755
2010,5528,8,19,7,0,347.92,22.5033,80.155,0,2.015
2010,5529,8,19,8,0,540.07,25.0983,76.888,0,2.95
2010,5530,8,19,9,0,705,27.245,68.108,0,2.4933
2010,5531,8,19,10,0,826.04,28.905,56.527,0,2.3917
2010,5532,8,19,11,0,616.26,29.5883,55.26,0,1.31
2010,5533,8,19,12,0,861.41,30.4333,49.982,0,2.535
